The tag-bigram has the form ti|ti-1, but it calculate P(ti−1, ti).
pn+bez|.: 3.3973161202649904e-05
in|pn+bez: 0.14285714285714285
np|doz: 0.008771929824561403
cs|od: 0.002154011847065159
hv|wrb: 0.00045861041045631735
''|ben: 0.0016597510373443983
ap|md: 0.0002489213408562894
wrb|od: 0.0010770059235325794
cd|nn$-tl: 0.00847457627118644
nr|nps-tl: 0.030303030303030304
hvd|nps-tl: 0.030303030303030304
--|od: 0.0016155088852988692
nn-tl|nps-tl: 0.045454545454545456
od|dti: 0.00035248501938667606
:|nr: 0.002612671456564337
pps+bez|vbz: 0.0006921373200442968
vbz|rp: 0.00034381983840467596
np|nns$-tl: 0.041666666666666664
,|abx: 0.009845288326300985
dod|cd: 0.00030455306837216383
cc|nps-tl: 0.045454545454545456
nn|nns$-tl: 0.08333333333333333
wrb|'': 0.0013006976469197116
vbd|nps-tl: 0.045454545454545456
rp|abx: 0.0028129395218002813
wpo|pn: 0.002037489812550937
md|do: 0.002329192546583851
dt|ppls: 0.005917159763313609
hvz|jj-tl: 0.0022545090180360722
doz|jj-tl: 0.000250501002004008
ql|bem: 0.06756756756756757
be|nns-tl: 0.0014012143858010276
jj-nc|``: 0.0008234325373485472
rb-nc|vbn-nc: 0.1111111111111111
in-nc|rb-nc: 0.038461538461538464
np-hl|``: 0.00047053287848488413
vbz-hl|np-hl: 0.022540983606557378
''|nn-hl: 0.006284916201117319
dts|rp: 0.0022348289496303938
beg|np: 0.0001195707410396676
hvg|bed: 0.001585791309863622
:|np-tl: 0.0012863390789812194
dti|doz: 0.006578947368421052
to|pp$: 0.00018316136516270836
'|:: 0.005218525766470972
abn|': 0.0031545741324921135
od|jjt: 0.0010162601626016261
be|ex: 0.005238095238095238
ppo|'': 0.0009459619250325174
np-tl|wrb: 0.0009172208209126347
hvg|vbd: 0.00015763546798029557
hvn|hvg: 0.014652014652014652
wpo|vb: 3.066073892380806e-05
ppss|od: 0.0016155088852988692
abx|--: 0.001534683855125844
cd-tl|nns-tl: 0.01821578701541336
rb-tl|,: 5.323868677905945e-05
cd-tl|rb-tl: 0.05
rb-tl|at: 1.0529530067073107e-05
vb|cd-tl: 0.003374578177727784
vb+ppo|rb: 0.00011333371111237037
rb-tl|cd-tl: 0.0022497187851518562
nn-tl|rb-tl: 0.05
np-tl|'': 0.00023649048125812936
pps+bez|wdt: 0.0011183597390493941
ppss-hl|.: 5.095974180397486e-05
vb-hl|ppss-hl: 0.44
np-hl|vb-hl: 0.03225806451612903
abn|np$: 0.00040016006402561027
nn-tl|nns-hl: 0.003316749585406302
cc-hl|rb-hl: 0.0625
np|rb-hl: 0.020833333333333332
jj-tl|nr: 0.0013063357282821686
hvz*|,: 1.774622892635315e-05
nns-hl|): 0.0018058690744920992
vb|vbz-hl: 0.013888888888888888
np-hl|nn-tl-hl: 0.04807692307692308
fw-in+nn-tl|fw-nn-tl: 0.012578616352201259
fw-in+at-tl|fw-in+nn-tl: 0.5
fw-nn-tl|np-tl: 0.0012863390789812194
fw-jj|fw-nn-tl: 0.006289308176100629
bem|jj: 1.610591248047158e-05
cs|ppss: 0.0001503872471614407
nr|jj-tl: 0.000501002004008016
np-tl|od-tl: 0.0625
nr|dt: 0.001148105625717566
dts|nr: 0.0013063357282821686
jjr-tl|in: 3.419709495678342e-05
np-tl|jjr-tl: 0.26666666666666666
nr$|dt: 0.0001148105625717566
nn|cd-tl: 0.020247469066366704
od-tl|nn: 1.3504480111276917e-05
jj-tl|np$-tl: 0.029411764705882353
vbn-tl|od: 0.0005385029617662897
fw-nns-tl|np$: 0.00040016006402561027
fw-jj-tl|fw-nns-tl: 0.15625
dts|``: 0.0012939654158334313
np|od-tl: 0.03125
in|jj-tl: 0.003256513026052104
bed|``: 0.00047053287848488413
``|vb-hl: 0.008064516129032258
pp$$|bedz: 0.00031689025034329775
--|pp$$: 0.019230769230769232
nr-tl|rp: 0.00017190991920233798
fw-vbd-tl|``: 0.00011763321962122103
fw-nn-tl|fw-vbd-tl: 1.0
pn|dts: 0.0004278990158322636
abn|hvz: 0.002089427496865859
hv|dod: 0.005982053838484547
nps|rb: 8.500028333427779e-05
nn-tl|ppo: 0.0005554012774229381
)|ppl: 0.002510460251046025
cd|beg: 0.0076103500761035
*|dts: 0.0008557980316645272
nn-tl|pps+bez: 0.004728132387706856
ap|nr: 0.003919007184846506
dod|jj: 3.221182496094316e-05
pn|pps+bez: 0.01182033096926714
wrb+bez-tl|``: 0.0003528996588636631
np-tl|wrb+bez-tl: 1.0
in-tl|rb-tl: 0.2
np$|``: 0.0010586989765909893
vbg-tl|jj-tl: 0.001503006012024048
nns$-tl|cc-tl: 0.0033783783783783786
np-tl|jjt: 0.0020325203252032522
np|ql: 0.00035427491733585264
np$|pp$: 0.0001221075767751389
bed|'': 0.0017736786094359701
ex+bez|vb: 9.198221677142419e-05
np$-tl|.: 5.095974180397486e-05
ber-tl|nns-tl: 0.0018682858477347033
''|ber-tl: 0.5
bed*|ppo: 9.256687957048968e-05
ql|bed*: 0.22727272727272727
pps+bez|ap: 0.00021628636314480372
beg|ap: 0.00021628636314480372
pn$|cs: 9.327053117567504e-05
vbg|:: 0.0032615786040443573
nn-tl|hvz: 0.0004178854993731718
at|do*: 0.00211864406779661
fw-pp$-nc|in: 8.549273739195855e-06
fw-nns|fw-pp$-nc: 1.0
(|``: 0.0007057993177273262
nns-tl|(: 0.001813236627379873
fw-vb|in: 8.549273739195855e-06
fw-vb-nc|fw-vb: 0.038461538461538464
,|fw-vb-nc: 0.3333333333333333
abn|nn-tl: 0.00046292724326826634
in-tl|.: 1.6986580601324952e-05
nns|in-tl: 0.000697350069735007
ex|vbn: 0.00017624250969333803
cs|bed: 0.003805899143672693
ex|ppo: 0.0005554012774229381
.|md*: 0.006097560975609756
cd|jjt: 0.0040650406504065045
uh|vb: 0.00015330369461904033
np-tl|rb: 8.500028333427779e-05
abl|be: 0.0006498781478472786
dod*|wps: 0.0015731515469323545
--|ben: 0.0012448132780082987
at|np$: 0.00040016006402561027
*|wpo: 0.0035971223021582736
fw-vb|,: 3.54924578527063e-05
fw-at|fw-vb: 0.038461538461538464
fw-nns|fw-at: 0.08333333333333333
fw-rb|fw-nns: 0.024691358024691357
,|fw-rb: 0.15625
fw-jj-tl|fw-at-tl: 0.1891891891891892
jj-hl|nn-hl: 0.004189944134078212
cc-tl|np: 0.0005679610199384211
ap-hl|vb-hl: 0.024193548387096774
to-hl|ap-hl: 0.02564102564102564
vbz-hl|nn-tl-hl: 0.028846153846153848
np|vbz-hl: 0.05555555555555555
np-tl|nns$-tl: 0.041666666666666664
jjr-hl|vbz-hl: 0.013888888888888888
nns-hl|jjr-hl: 0.29411764705882354
pps|vbn-hl: 0.037037037037037035
md-hl|.: 5.095974180397486e-05
vb-hl|md-hl: 0.4444444444444444
np-tl|vbz: 0.0004152823920265781
nn-tl-hl|np-hl: 0.00819672131147541
rp-hl|vbz-hl: 0.027777777777777776
nn-hl|rp-hl: 0.07142857142857142
rb|ppss+hvd: 0.07894736842105263
jjs|vbg: 0.00028740587457607634
vbd-hl|.: 5.095974180397486e-05
nn-hl|vbd-hl: 0.25
fw-in+nn|fw-nn: 0.014184397163120567
.|fw-in+nn: 0.6
dts|pps+bez: 0.0070921985815602835
wrb|uh: 0.005208333333333333
np|dt+bez: 0.023121387283236993
ql|bez*: 0.0603448275862069
vb+to|do*: 0.00211864406779661
dt+md|.: 1.6986580601324952e-05
vb|dt+md: 1.0
pps+bez|rb: 0.0003683345611152037
cd|hvd*: 0.010638297872340425
cs|jj-nc: 0.024390243902439025
pn+md|.: 1.6986580601324952e-05
hv+to|pn+md: 0.3333333333333333
vb|hv+to: 0.6666666666666666
in|bez*: 0.017241379310344827
md+to|pps: 5.6551490131764975e-05
vb|md+to: 1.0
ppo|wrb: 0.00022930520522815867
at|dod*: 0.002652519893899204
nn+bez|vbg: 0.00011496234983043054
vbg|nn+bez: 0.09090909090909091
vb+in|.: 1.6986580601324952e-05
ppo|vb+in: 0.3333333333333333
jjs|.: 0.00016986580601324953
wdt+bez|vb: 3.066073892380806e-05
vbg|wdt+bez: 0.13636363636363635
vb+in|``: 0.00011763321962122103
dt|vb+in: 0.3333333333333333
md+ppss|,: 1.774622892635315e-05
''|md+ppss: 1.0
np$|dt+bez: 0.005780346820809248
bez|doz: 0.0021929824561403508
cd-tl|nn: 4.051344033383075e-05
cd-tl|np$: 0.001600640256102441
rp|pps: 5.6551490131764975e-05
pps|dod*: 0.015915119363395226
bem|nn: 6.752240055638458e-06
bem|.: 3.3973161202649904e-05
ppss+bem|'': 0.00011824524062906468
doz*|wrb: 0.00022930520522815867
nn-tl|doz*: 0.011363636363636364
hv+to|ppss: 7.519362358072035e-05
do|hv+to: 0.3333333333333333
ppss+md|np: 5.97853705198338e-05
cc-hl|np-hl: 0.014344262295081968
np-hl|cc-hl: 0.05982905982905983
``|abn: 0.0017301038062283738
nn$-tl|(: 0.001813236627379873
)|nn$-tl: 0.005649717514124294
vb|at: 0.0001684724810731697
nns-tl|jjr: 0.0005257623554153522
dti|cd: 0.00022841480127912289
vbg-tl|np$: 0.0012004801920768306
rb-tl|vbg-tl: 0.007575757575757576
cc|rb-tl: 0.025
nn$-tl|np$: 0.0008003201280512205
nn$-tl|.: 5.095974180397486e-05
fw-in-tl|,: 1.774622892635315e-05
fw-cd-tl|fw-in-tl: 0.02631578947368421
fw-nns-tl|fw-cd-tl: 0.5
(|fw-nns-tl: 0.03125
vbn-tl|nn-tl: 0.00046292724326826634
jj-tl|vbn-tl: 0.025089605734767026
to-tl|nns-tl: 0.0009341429238673517
vb-tl|to-tl: 1.0
(|vb-tl: 0.010416666666666666
nn$-tl|nn: 1.3504480111276917e-05
(|cd-tl: 0.025871766029246346
to-tl|np$: 0.00040016006402561027
(|rb-tl: 0.075
np$|np$: 0.00040016006402561027
ppss-tl|np$: 0.00040016006402561027
''|vbz-tl: 0.1875
dt-tl|np$: 0.00040016006402561027
jj-tl|dt-tl: 0.1111111111111111
cd-tl|cd-tl: 0.00562429696287964
wrb-tl|cc: 2.741528676389955e-05
,|vbz-tl: 0.125
vbn-tl|in-tl: 0.00906555090655509
nn$-tl|cc: 5.48305735277991e-05
at-tl|bez: 0.0002028809089064719
beg|ppss+ber: 0.007326007326007326
vbn|nn$-tl: 0.011299435028248588
dti|vbn-hl: 0.007407407407407408
abl|rp: 0.0005157297576070139
np-hl|vbz-hl: 0.06944444444444445
jj-tl|nr$: 0.045454545454545456
'|pps+bez: 0.002364066193853428
vb|': 0.025236593059936908
'|np: 0.0002391414820793352
uh-tl|ap-tl: 0.058823529411764705
''|uh-tl: 0.2
jj-hl|bez-hl: 0.36666666666666664
wdt|vb-hl: 0.008064516129032258
nn-tl|abn: 0.0017301038062283738
nns|vbn-hl: 0.014814814814814815
ap|:: 0.0032615786040443573
``|vbz-hl: 0.041666666666666664
''|hvd: 0.00042408821034775233
vbn-tl-hl|.: 3.3973161202649904e-05
,-hl|nns-tl-hl: 0.08333333333333333
dt-hl|jj-hl: 0.002577319587628866
vb-hl|to: 6.93625580911424e-05
hvd*|np: 0.0003886049083789197
rp|beg: 0.0030441400304414
nns|rbr: 0.004336513443191674
ppo|ben: 0.0004149377593360996
at|qlp: 0.00398406374501992
to|ppss: 0.0006767426122264832
pps+hvz|``: 0.0011763321962122103
np|fw-nn-tl: 0.006289308176100629
pp$|wpo: 0.01079136690647482
ex|bedz: 0.0008450406675821274
at|ex: 0.0033333333333333335
fw-nps|vbg: 5.748117491521527e-05
ber|fw-nps: 0.5
nns$-tl|at-tl: 0.0013623978201634877
fw-nn-tl|cc: 2.741528676389955e-05
fw-nn-tl|fw-cc-tl: 0.3333333333333333
fw-nn-tl|hvg: 0.003663003663003663
ap|bedz*: 0.013513513513513514
rbt|nns: 7.470212527546409e-05
ber|in: 2.5647821217587564e-05
wdt|nr: 0.0013063357282821686
nr$|(: 0.00045330915684496827
od|nr$: 0.015151515151515152
hv|nr: 0.0013063357282821686
vbd|dtx: 0.05
pn|nr: 0.0006531678641410843
hvd|nr: 0.0013063357282821686
pn|nns-hl: 0.001658374792703151
ql|od: 0.0032310177705977385
vbg|nr: 0.0032658393207054214
ppss+md|dt: 0.0002296211251435132
rbr|ppss+md: 0.004301075268817204
hvg|ben: 0.0016597510373443983
pps|ber: 0.00023507287259050304
8|in: 1.709854747839171e-05
nns|8: 0.6666666666666666
vb+ppo|nn: 2.0256720166915374e-05
nn-hl|---hl: 0.15384615384615385
ex|nns-hl: 0.008291873963515755
bez|dti: 0.00035248501938667606
fw-nn-nc|np: 2.98926852599169e-05
pp$|nps: 0.000819672131147541
ber|qlp: 0.00398406374501992
nps|wrb: 0.0011465260261407934
,|nrs: 0.26666666666666666
(|fw-nn: 0.024822695035460994
vbn|nps: 0.004098360655737705
nn-tl|wpo: 0.01079136690647482
jjr|cd: 0.0006091061367443277
vb|rp: 0.00034381983840467596
ex|vbg: 0.00022992469966086107
ber|): 0.007223476297968397
hv|pps: 0.0005655149013176497
vbd|jjr: 0.003680336487907466
fw-nn-tl|jjr: 0.0005257623554153522
np-tl|fw-nn-tl: 0.025157232704402517
''|np$-tl: 0.007352941176470588
ql|ex+bez: 0.00980392156862745
be|vb+ppo: 0.014285714285714285
wdt|bem: 0.0045045045045045045
fw-uh|``: 0.0005881660981061052
,|fw-uh: 0.5
ap|dod: 0.006979062811565304
wp$|np: 0.0001494634262995845
,|bem: 0.013513513513513514
pps+hvd|``: 0.00011763321962122103
rbr|pps+hvd: 0.0125
vbg|np+bez: 0.16
at|bez*: 0.08620689655172414
rb|bed*: 0.09090909090909091
rb|bez*: 0.05172413793103448
uh|vbg: 0.0001724435247456458
rb|': 0.01892744479495268
in|fw-jj-tl: 0.07462686567164178
cc|hvn: 0.008771929824561403
jjt|vb: 0.00015330369461904033
hvg|dti: 0.00035248501938667606
nr$|cs: 0.00013990579676351257
wrb|qlp: 0.01195219123505976
wql|jj-hl: 0.002577319587628866
pps|hvz: 0.001671541997492687
ben|pps: 0.0004524119210541198
jjr|pps: 0.00011310298026352995
ap|ex: 0.0004761904761904762
do|nn-hl: 0.002094972067039106
rp-hl|nn-hl: 0.0034916201117318434
,-hl|rp-hl: 0.07142857142857142
jj|or: 0.0625
hv|nns-hl: 0.001658374792703151
nns|ex: 0.0009523809523809524
vbn|md: 8.297378028542981e-05
ber|nns-hl: 0.001658374792703151
vbg-hl|cc-hl: 0.042735042735042736
do|vbg-hl: 0.006944444444444444
or|vb: 3.066073892380806e-05
vb|or: 0.0625
wdt|nns-hl: 0.003316749585406302
bez|nn-hl: 0.002094972067039106
cc-hl|jj-hl: 0.028350515463917526
md|nn-hl: 0.0013966480446927375
pp$-hl|vb-hl: 0.008064516129032258
pp$|wdt+bez: 0.06818181818181818
cs|nns-hl: 0.004975124378109453
nn-hl|pp$: 6.105378838756945e-05
in|rp-hl: 0.14285714285714285
nn$|od: 0.002154011847065159
bez|rp: 0.0008595495960116899
wps|in: 6.839418991356684e-05
jj-tl|wps: 0.00026219192448872575
abn|:: 0.0032615786040443573
fw-cc|at: 1.0529530067073107e-05
wps|fw-nns: 0.037037037037037035
ap-tl|at: 2.1059060134146214e-05
nn$-tl|jj: 0.00016105912480471581
cc|nn$-tl: 0.00847457627118644
ap-tl|vbn: 3.524850193866761e-05
'|vb: 0.00018396443354284838
fw-cc-tl|np: 2.98926852599169e-05
np|fw-cc-tl: 0.08333333333333333
fw-nns-tl|``: 0.00011763321962122103
fw-in-tl|fw-nns-tl: 0.09375
np-tl|fw-in-tl: 0.07894736842105263
od|ppo: 9.256687957048968e-05
ex|hvd: 0.00042408821034775233
pp$|ppss: 0.0001503872471614407
hvd|ppss+hv: 0.00851063829787234
np|ppl: 0.002510460251046025
abn|pp$: 0.0001221075767751389
pp$$|,: 3.54924578527063e-05
ap|beg: 0.0030441400304414
bedz|in: 6.839418991356684e-05
beg|pn: 0.0012224938875305623
dt|wdt+bez: 0.1590909090909091
nn+hvz|at: 3.158859020121932e-05
vbn|nn+hvz: 0.5
nn+bez|jj: 6.442364992188632e-05
dt|pps+bez: 0.009456264775413711
beg|nn$: 0.0013995801259622112
vbg-tl|in: 2.5647821217587564e-05
jj-tl|pp$-tl: 0.1111111111111111
in-nc|``: 0.0003528996588636631
''|in-nc: 0.024390243902439025
dt-nc|``: 0.00011763321962122103
''|dt-nc: 0.14285714285714285
np|hvg: 0.007326007326007326
--|ap: 0.0010814318157240186
pp$$|vbn: 0.00010574550581600282
od-tl|cd-tl: 0.00562429696287964
pn$|hv: 0.0007884362680683311
vbn|': 0.015772870662460567
ppss|': 0.03785488958990536
nns$-tl|': 0.0031545741324921135
jjt-tl|nn$-tl: 0.002824858757062147
hvd|nr-tl: 0.01694915254237288
dti|ql: 0.00011809163911195088
hvz|nr: 0.0006531678641410843
vbz|wrb: 0.00045861041045631735
beg|vbn: 0.00010574550581600282
do|*: 0.002240645305848084
nn|at-tl: 0.005449591280653951
bem|,: 5.323868677905945e-05
hvg|nn-tl: 7.715454054471106e-05
nps|ppss: 0.0001503872471614407
dtx|rb: 2.8333427778092593e-05
be|jjr: 0.0031545741324921135
vbd|hvd: 0.00021204410517387616
hv|jjr: 0.0015772870662460567
at|wps: 0.0013109596224436288
nps$|in: 1.709854747839171e-05
.|nps$: 0.05405405405405406
fw-vb|nn: 6.752240055638458e-06
)|nps: 0.004098360655737705
vb+in|uh: 0.001736111111111111
np|vb+in: 0.3333333333333333
wdt+ber+pp|.: 1.6986580601324952e-05
vbg+to|wdt+ber+pp: 1.0
do|vbg+to: 0.3125
vbn+to|nn+hvz: 0.25
hv|vbn+to: 0.2
np|ex+bez: 0.0196078431372549
ql-tl|``: 0.0003528996588636631
pn|': 0.0031545741324921135
'|pn: 0.00040749796251018743
nn-tl|nps: 0.003278688524590164
``|abx: 0.0028129395218002813
vbn|nn-tl: 0.00146593627034951
)|vbz: 0.0006921373200442968
md*|wpo: 0.0035971223021582736
ql|jjr: 0.0010515247108307045
bez|ql: 0.00011809163911195088
vbg-tl|jj: 6.442364992188632e-05
,|vbg-tl: 0.05303030303030303
pps+bez|.-hl: 0.0033613445378151263
nns-tl|vb: 0.00021462517246665643
rb+bez|cc: 2.741528676389955e-05
vb|.-hl: 0.058823529411764705
ppss+md|ppo: 0.00027770063871146905
fw-vb|vbg: 5.748117491521527e-05
fw-ppo+in|fw-vb: 0.11538461538461539
in|fw-ppo+in: 0.6666666666666666
ql|doz: 0.0043859649122807015
wql|bedz: 0.00010563008344776593
ppo|at: 1.0529530067073107e-05
fw-jj|at: 2.1059060134146214e-05
to|bem: 0.0045045045045045045
nns$|pn$: 0.011494252873563218
pp$|rbr: 0.003469210754553339
pp$$|vb: 0.00021462517246665643
ql|md*: 0.004878048780487805
rbt|cd: 7.613826709304096e-05
pps|jjt: 0.00508130081300813
fw-vb|at: 2.1059060134146214e-05
fw-ppo|fw-vb: 0.038461538461538464
fw-vb|fw-ppo: 0.25
vbn|fw-vb: 0.038461538461538464
nn|beg: 0.0091324200913242
abx|jj: 8.052956240235791e-05
od|rb: 5.6666855556185186e-05
fw-in|at: 7.370671046951174e-05
fw-wdt|fw-in: 0.024691358024691357
fw-*|fw-wdt: 0.13333333333333333
in|fw-*: 0.3333333333333333
np$-tl|at-tl: 0.0013623978201634877
vbg+to|ex+bez: 0.00980392156862745
be|vbg+to: 0.125
ppss+bem|vb: 0.00015330369461904033
vbg+to|ppss+bem: 0.01195219123505976
ppss+ber|nn: 6.0770160500746126e-05
ppss+ber|vbg: 0.00011496234983043054
hv*|rb: 5.6666855556185186e-05
ppo|dt+bez: 0.023121387283236993
pp$|doz: 0.019736842105263157
dt+bez|nn: 6.752240055638458e-06
np+bez|``: 0.0007057993177273262
rp|np+bez: 0.04
''|wdt: 0.002423112767940354
bedz|abl: 0.002857142857142857
fw-in-tl|in: 1.709854747839171e-05
in|md*: 0.004878048780487805
rb-nc|vbg: 5.748117491521527e-05
wrb|rb-nc: 0.038461538461538464
rb-nc|vbd: 3.940886699507389e-05
dod|bedz: 0.00010563008344776593
vbg|wql: 0.011627906976744186
np-tl|*: 0.00022406453058480843
nns$-tl|in-tl: 0.000697350069735007
pps+hvz|rb: 5.6666855556185186e-05
rbr|np-hl: 0.0020491803278688526
cc|': 0.028391167192429023
'|cc: 0.0001096611470555982
rb-hl|np-hl: 0.0020491803278688526
nn-tl|rb-hl: 0.020833333333333332
nn$-tl|np: 2.98926852599169e-05
hvz|``: 0.0005881660981061052
ppss+ber|': 0.0031545741324921135
pp$|ppss+ber: 0.007326007326007326
ppss+ber|--: 0.0012277470841006752
'|vbd: 0.00019704433497536947
nps-hl|vbz-hl: 0.013888888888888888
*|ppss+md: 0.004301075268817204
jj|nps$: 0.08108108108108109
jj|at-tl: 0.008174386920980926
rp|do: 0.0007763975155279503
np$|nn$: 0.0006997900629811056
np|nps: 0.007377049180327869
fw-nn|pp$: 0.000549484095488125
at-tl|vb: 6.132147784761612e-05
hvn|be: 0.0009748172217709179
abx|:: 0.0006523157208088715
rbt|cc: 5.48305735277991e-05
in-tl|vb: 3.066073892380806e-05
bed|): 0.003160270880361174
nps$-tl|np-tl: 0.0002572678157962439
nn|nps$-tl: 0.3333333333333333
(|wrb: 0.00022930520522815867
nn$|bez: 0.0002028809089064719
rb|:-hl: 0.036231884057971016
cc|:-hl: 0.014492753623188406
ql-tl|nn$-tl: 0.002824858757062147
)|rp: 0.0012033694344163659
cd|nps: 0.000819672131147541
2-inch|at: 3.158859020121932e-05
nn|2-inch: 0.6666666666666666
nns$|vbd: 3.940886699507389e-05
(|dt+bez: 0.005780346820809248
np$|): 0.0009029345372460496
--|dod: 0.0019940179461615153
nns$-hl|.: 6.794632240529981e-05
nns-hl|nns$-hl: 0.75
cd|:-hl: 0.021739130434782608
np|dtx: 0.01
ppss|jjt: 0.00508130081300813
,|(: 0.0013599274705349048
wrb|vbn-hl: 0.007407407407407408
be|nps: 0.000819672131147541
``|ex: 0.0004761904761904762
beg|``: 0.00023526643924244207
in|fw-nn$: 0.1111111111111111
od|cd: 0.0006091061367443277
cc|np$-tl: 0.014705882352941176
,|np$-tl: 0.022058823529411766
nns$-tl|,: 5.323868677905945e-05
,|nns$-tl: 0.013888888888888888
.|fw-nn$: 0.1111111111111111
wps|np$-tl: 0.007352941176470588
in|np$-tl: 0.03676470588235294
(|bedz: 0.0005281504172388297
nns$-tl|in: 8.549273739195855e-06
bedz|np$-tl: 0.007352941176470588
np-nc|vbn: 3.524850193866761e-05
,|np-nc: 0.06666666666666667
dti|wpo: 0.007194244604316547
od|beg: 0.0015220700152207
29|in: 8.549273739195855e-06
.|29: 1.0
fw-nn-tl|in: 5.129564243517513e-05
fw-*-tl|fw-nn-tl: 0.006289308176100629
fw-vb-tl|fw-*-tl: 0.5
fw-nn-tl|fw-vb-tl: 1.0
fw-in-tl|at: 4.211812026829243e-05
.|fw-jj-tl: 0.05970149253731343
fw-rb|,: 7.09849157054126e-05
fw-rb+cc|fw-rb: 0.03125
,|fw-rb+cc: 1.0
fw-in|.: 1.6986580601324952e-05
fw-wpo|fw-in: 0.012345679012345678
,|fw-wpo: 1.0
fw-vbd|,: 1.774622892635315e-05
fw-rb|fw-vbd: 0.5
fw-nn-tl|fw-rb: 0.03125
fw-nn-tl-nc|at: 1.0529530067073107e-05
vbz|fw-nn-tl-nc: 1.0
'|np$-tl: 0.007352941176470588
fw-nn|vbg: 5.748117491521527e-05
fw-nn-tl|,: 7.09849157054126e-05
dti|ben: 0.0024896265560165973
np$-tl|vbd: 3.940886699507389e-05
at-hl|nn: 6.752240055638458e-06
jj|at-hl: 0.0030959752321981426
nn-hl|jj: 3.221182496094316e-05
)|cd-hl: 0.011389521640091117
np-hl|): 0.0009029345372460496
.-hl|np-hl: 0.09221311475409837
.-hl|nps-hl: 0.25
nn-tl-hl|at-hl: 0.018575851393188854
cs|nn-tl-hl: 0.009615384615384616
vb-tl|jj-tl: 0.000250501002004008
jjr-nc|vbn: 3.524850193866761e-05
)|jjr-nc: 0.2
dod|nps: 0.004098360655737705
:|pps: 0.0002262059605270599
nps|jjs: 0.0056657223796034
do|nn-tl: 0.00023146362163413317
doz*|ap: 0.00010814318157240186
''|dti: 0.0014099400775467042
ap-hl|nps: 0.000819672131147541
hvz|pp$$: 0.01282051282051282
'|to: 6.93625580911424e-05
wql-tl|``: 0.00047053287848488413
to-tl|wql-tl: 0.6
vb-tl|,: 0.0001064773735581189
ppo-tl|vb-tl: 0.020833333333333332
pp$-tl|ppo-tl: 0.07692307692307693
vbz-tl|cs: 4.663526558783752e-05
in-tl|vbz-tl: 0.1875
vb-tl|``: 0.0021173979531819787
abn-tl|cc-tl: 0.013513513513513514
at-tl|abn-tl: 0.3333333333333333
nns-tl|ap-tl: 0.11764705882352941
at-tl|wql-tl: 0.2
vb-tl|nps: 0.000819672131147541
pp$|rbt: 0.01020408163265306
pps+bez|': 0.00946372239747634
'|dt: 0.0002296211251435132
bedz|(: 0.00045330915684496827
vbd|at: 2.1059060134146214e-05
jjt|jj: 8.052956240235791e-05
nn|ppls: 0.0029585798816568047
rb|qlp: 0.01593625498007968
wps+bez|rb: 2.8333427778092593e-05
fw-in|fw-nn-tl: 0.018867924528301886
fw-at-tl|fw-in: 0.037037037037037035
np-tl|fw-at-tl: 0.13513513513513514
nps-tl|fw-at-tl: 0.05405405405405406
fw-pps|``: 0.00011763321962122103
fw-bez|fw-pps: 1.0
fw-jj|fw-bez: 0.25
fw-nr|fw-jj: 0.019230769230769232
fw-to+vb|fw-nr: 1.0
fw-in+at|fw-to+vb: 1.0
fw-nns|fw-in+at: 0.25
fw-in|fw-nns: 0.06172839506172839
fw-in+at|fw-nn: 0.010638297872340425
fw-nn|fw-in+at: 0.25
fw-in|fw-jj: 0.019230769230769232
np|fw-at: 0.041666666666666664
hvz|jjs: 0.0028328611898017
md*|nns-tl: 0.00046707146193367583
vb|hvz: 0.0004178854993731718
np-tl|wp$: 0.0040650406504065045
rb-tl|cc-tl: 0.010135135135135136
bedz|rb-tl: 0.025
at-tl|wp$: 0.0040650406504065045
nps-tl|np$: 0.00040016006402561027
nps-tl|,: 1.774622892635315e-05
cc-tl|nps-tl: 0.015151515151515152
nps-tl|cc-tl: 0.0033783783783783786
fw-cc|np: 0.0001494634262995845
abn|hv: 0.001314060446780552
(|od: 0.0005385029617662897
cd|pn: 0.00040749796251018743
fw-nns-tl|at: 5.2647650335365535e-05
bedz|fw-nns-tl: 0.03125
nn$-tl|pp$: 0.0004273765187129861
uh|cd-tl-hl: 0.058823529411764705
pps+bez|--: 0.001841620626151013
vbn-tl|jj-tl: 0.001002004008016032
jjs-tl|wrb: 0.00022930520522815867
np$|do: 0.0007763975155279503
nr|ben: 0.0012448132780082987
pn+hvz|``: 0.00011763321962122103
vbn|pn+hvz: 0.6666666666666666
''|doz: 0.0043859649122807015
cs|wdt: 0.0014911463187325257
.|vbn-tl: 0.007168458781362007
pn+md|``: 0.00011763321962122103
cs|dod: 0.0019940179461615153
