furthermore|rb: 36
luggage|nn: 6
sail|vb: 6
warn|vb: 8
lewis's|np$: 5
ship's|nn$: 5
regretted|vbd: 7
ministers|nns: 6
suite|nn: 9
bury|np-tl: 1
newspaperman|nn: 6
english|nps: 12
railway|nn: 10
carriage|nn: 10
wander|vb: 6
invade|vb: 4
harcourt|np-tl: 1
brace|np-tl: 1
evening|nn-tl: 5
rumors|nns: 6
schooling|nn: 3
henceforth|rb: 4
strictly|ql: 8
entertaining|vbg: 8
rounding|vbg: 3
leap|vb: 6
offensive|jj: 7
despairing|vbg: 3
smoking|vbg: 8
hauled|vbn: 6
fare|nn: 7
porter|nn: 5
stratford|np: 6
channel|nn-tl: 6
crossing|nn: 6
kings|nns-tl: 5
plus|rb-tl: 3
worth|np: 3
kay|np: 21
stevens|np: 17
batch|nn: 5
props|nns: 6
rated|vbn: 9
vegas|np: 5
nightclubs|nns: 3
hip|jj: 1
singing|nn: 8
andy|np: 33
lounge|nn-tl: 3
combo|nn: 4
o'clock|rb-tl: 2
flip|np: 1
steak|nn-tl: 2
ranch|nn-tl: 1
jolly|jj-tl: 1
roger|np-tl: 1
ocean|nn-tl: 2
mile|nn-tl: 6
skip|np: 1
rusty|jj-tl: 1
tune|nn-tl: 1
we|ppss-hl: 20
like|vb-hl: 1
winds|nns-tl: 2
rapport|nn: 3
owners|nns-hl: 1
cafe|nn-tl: 5
decor|nn: 4
chef|nn-tl: 1
stuffed|vbn: 4
bandstand|nn: 4
pianist|nn: 10
there|rb-hl: 3
restaurant|nn-tl: 4
sunrise|nn-tl: 2
lauderdale|np: 3
sunshine|nn-tl: 1
inn|nn-tl: 4
student|nn-tl: 14
atlantic|jj-tl: 12
club's|nn$-tl: 2
mexican|jj: 17
sampled|vbn: 6
faces|nns-hl: 1
places|nns-hl: 1
mouse|nn-tl: 1
trap|nn-tl: 1
evelyn|np: 4
murphy|np-hl: 1
honors|vbz-hl: 1
flies|vbz: 3
john's|np$: 15
government's|nn$: 6
smallwood|np: 4
fort|nn-tl-hl: 2
lauderdale|np-hl: 2
auditorium|nn-tl: 6
theatre|fw-nn-tl: 1
UNK|fw-in+nn-tl: 2
ballet|fw-nn-tl: 2
foundation|nn-tl: 19
coral|nn-tl: 3
gables|nns-tl: 3
auditorium|nn: 8
theatre|nn-tl: 9
dancers|nns-tl: 1
hollywood|np-hl: 1
workshop|nn-tl: 5
lecturer|nn: 6
fine|jj-tl: 8
hollywood|np-tl: 4
librarian|nn: 5
workshops|nns: 6
thomas|np-tl: 5
operates|vbz: 15
frustrated|vbn: 9
presbyterian|np-tl: 8
half|nn: 14
youth|nn-tl: 5
crusade|nn-tl: 4
against|in-tl: 2
presbyterian|np: 1
slack|np: 1
major|nn: 5
talks|nns: 14
place|np: 1
campus|nn-tl: 2
map|nn-tl: 1
abolition|nn-tl: 2
encouraging|jj: 8
family|nn-tl: 16
week|nn-tl: 10
24th|od-tl: 1
dedication|nn-tl: 1
vows|nns: 4
uphold|vb: 7
coral|np: 1
pamela|np: 19
bedtime|nn: 4
probation|nn: 7
changes|nns-tl: 2
trinity|np-tl: 1
methodist|jj-tl: 6
successful|jj-tl: 1
marriage|nn-tl: 2
men's|nns$-tl: 1
altar|nn-tl: 1
episcopal|jj-tl: 5
coconut|nn-tl: 1
d'albert|np: 4
violinist|nn: 4
sonata|nn-tl: 8
a|nn-tl: 2
clattered|vbd: 4
noisily|rb: 4
overly|ql: 8
violin|nn-tl: 1
film|nn-tl: 1
brightly|ql: 2
felicity|nn: 3
smack|vb: 4
anna|np: 6
xydis|np: 5
philharmonic|nn-tl: 6
pianist's|nn$: 4
affinity|nn: 5
keyboard|nn: 4
commands|vbz: 3
prelude|nn-tl: 2
32|cd-tl: 3
silver|jj: 6
variations|fw-nns-tl: 1
e|nn-tl: 1
flat|jj-tl: 1
marred|vbn: 4
showing|nn: 4
generals|nns: 10
defeat|nn-tl: 3
into|in-tl: 3
victory|nn-tl: 6
weighted|vbn: 3
interested|jj: 4
burma|np-tl: 1
chinese|nps: 12
battles|nns: 7
jungles|nns: 4
burma|np: 15
waged|vbd: 1
forgotten|vbn-tl: 1
fighting|nn: 10
priorities|nns: 5
burmese|jj: 2
anecdotes|nns: 4
army|nn-hl: 2
win|vb-hl: 1
recruits|nns: 6
morale|nn: 17
rations|nns: 3
top|jjs-tl: 1
brass|nn-tl: 1
preventive|jj: 14
scanty|jj: 4
commander|nn-hl: 1
commenting|vbg: 5
provocative|jj: 7
commanders|nns: 5
private|nn: 4
marched|vbd: 6
fitted|vbn: 15
endure|vb: 8
texas|np-tl: 17
choir|nn-tl: 4
two-thirds|ql: 1
twenty-six|cd: 5
UNK|fw-vbd-tl: 1
remarkably|ql: 9
lively|rb: 4
soprano|nn: 4
boyd|np: 5
polish|jj: 8
poland|np: 30
curtain|nn: 10
altogether|ql: 4
fewer|jjr: 3
comedian|nn: 4
sciatica|nn: 3
earnest|nn: 3
2,000|cd: 8
dispatch|vb: 2
lafayette|np: 7
160|cd: 5
morgan's|np$: 5
riflemen|nns: 6
swing|nn: 8
redcoats|nns: 9
350|cd: 8
spirited|vbn: 7
militia|nn: 9
howe|np: 8
chestnut|nn-tl: 4
patriot|nn: 6
meantime|rb: 3
edge|nn-tl: 1
fled|vbn: 6
forty-four|cd: 6
regiment|nn: 20
frenchman|np: 8
willingly|rb: 4
gates|np: 2
commander-in-chief|nn: 3
peters|np: 4
accused|vbd: 5
linked|vbd: 1
easily|ql: 3
rendering|vbg: 6
detached|vbd: 1
schuylkill|np-tl: 4
intercept|vb: 2
virtually|ql: 5
currency|nn: 8
captured|vbd: 2
thankful|jj: 6
catching|vbg: 7
subordinate|nn: 1
virginian|np: 3
disinterested|jj: 4
UNK|pps+bez: 2
abstracts|nns-tl: 1
colonel|nn: 10
ailment|nn: 4
enjoying|vbg: 16
isaac|np: 10
thou|ppss: 14
UNK|hv: 2
patriotic|jj: 8
rejoicing|vbg: 3
6th|od: 5
disorders|nns: 7
barren|jj-tl: 1
enemy's|nn$: 8
cautious|jj: 10
alert|nn: 3
benjamin|np: 11
escorted|vbn: 1
hearts|nns-tl: 2
kerr|np: 5
stamped|vbn: 5
10-year-old|nn: 1
who|wpo: 1
larkin|np: 10
20th|od-tl: 1
dizzy|jj: 3
gary|np: 5
youngster|nn: 8
miserable|jj: 12
playhouse|nn-tl: 4
epitaph|nn-tl: 3
dillon|np-tl: 3
boards|vbz: 1
dillon|np: 8
shell|nn: 21
sparks|nns: 3
groom|np: 1
blaze|vb: 3
proficient|jj: 5
vibrant|jj: 6
icy|jj: 12
shriek|nn: 4
belligerent|jj: 5
cherry|np: 1
musical|jj-tl: 4
where's|wrb+bez-tl: 3
charley|np-tl: 3
lyrics|nns: 15
berman|np: 6
invented|vbn: 8
once|rb-tl: 4
amy|np-tl: 1
whispering|vbg: 4
appealing|jj: 10
gibson|np-tl: 2
marching|vbg-tl: 1
brazilian|np: 1
sparkling|vbg: 4
positively|ql: 1
broadway|np-tl: 2
fiorello|np: 4
veterans|nns-tl: 5
elliott|np: 4
musical|nn: 4
evoke|vb: 6
rides|vbz: 4
principals|nns: 4
rudy|np: 4
bond|np: 2
hurrying|vbg: 4
marie|np: 6
jen|np: 7
verve|nn: 4
promoted|vbn: 11
display|vb: 12
poker|nn-tl: 1
tin|nn-tl: 1
box|nn-tl: 4
visibly|rb: 6
sterling|jj: 2
virtual|jj: 5
reassuring|vbg: 6
refreshing|jj: 5
tank|nn: 12
dolores|np: 20
paula|np: 19
biting|vbg: 6
springtime|nn: 4
wing|vb: 1
entertaining|jj: 4
price|nn-tl: 1
silence|nn-tl: 2
sen.|nn-tl: 30
rep.|nn-tl: 13
beating|vbg: 10
anti-monopoly|jj: 4
restriction|nn: 8
forbid|vb: 4
begging|vbg: 9
hearings|nns: 8
labor-management|nn: 7
plagued|vbd: 3
allegedly|ql: 2
disputes|nns: 7
disclosures|nns: 4
aircraft|nn-tl: 5
incurred|vbd: 1
attributable|jj: 7
defective|jj: 7
kowalski|np: 18
armed|vbn-tl: 19
abuses|nns: 7
prosecution|nn: 9
anti-trust|jj: 26
engaging|vbg: 4
rig|vb: 1
structured|vbn: 14
allocated|vbn: 3
pricing|nn: 2
electric|nn-tl: 4
structure|vb: 1
consumer|nn: 35
UNK|fw-pp$-nc: 1
folklore|nn-tl: 2
capitalism|nn-tl: 3
p.|nn-tl: 4
uncontrolled|jj: 4
penalties|nns: 4
invoked|vbn: 5
pp.|nns-tl: 1
empires|nns: 4
exchange|vb: 3
evaluating|vbg: 7
UNK|fw-vb-nc: 3
untrammeled|jj: 4
unprecedented|jj: 10
conspirators|nns: 4
displayed|vbn: 13
impersonal|jj: 13
brand|ql: 1
wagner|np-tl: 2
bargaining|vbg: 1
fraud|nn: 7
wheat|nn: 9
reacting|vbg: 4
imposes|vbz: 4
outlawed|vbn: 4
monopolies|nns: 5
denounced|vbn: 5
savage|np: 1
manufactured|vbn: 8
mechanic|nn: 5
report|nn-tl: 19
defends|vbz: 2
fixing|nn: 2
proposing|vbg: 6
allegedly|rb: 2
sherman|np: 25
authorize|vb: 5
injunctions|nns: 5
international|nn: 1
exemption|nn: 7
freight|nn: 21
mergers|nns: 5
consumers|nns: 8
clayton|np-tl: 3
mine|nn-tl: 1
sued|vbd: 2
interfered|vbd: 4
alpert|np: 5
betrayal|nn: 5
strangers|nns: 8
tessie|np: 7
kingston|np: 3
meltzer|np-tl: 4
butcher|nn-tl: 5
meltzer|np: 8
dead|nn: 2
sorrow|nn: 8
finality|nn: 4
wondering|nn: 1
nodded|vbn: 2
nod|nn: 7
good-bye|uh: 6
kingston|np-tl: 2
jug|nn: 5
banks|np: 6
banks|np-tl: 3
scholar|nn-tl: 4
learned|jj: 4
lilly|np: 10
wishful|jj: 9
kindness|nn: 5
lightened|vbd: 2
butcher|nn: 2
outgoing|jj: 8
seriousness|nn: 8
bony|jj: 7
beads|nns: 3
strolling|vbg: 4
crossed|vbn: 16
shocked|vbd: 2
grown-up|jj: 4
lullaby|nn: 4
lullaby|nn-tl: 1
frightened|vbd: 2
schubert's|np$: 4
die|fw-at-tl: 3
colder|jjr: 4
hemphill|np: 8
elevated|vbn-tl: 1
repair|nn: 15
ranged|vbn: 2
unnoticed|jj-hl: 1
hughes|np-tl: 2
erection|nn-tl: 1
contracted|vbd: 4
engineering|nn: 8
property|nn-tl: 2
managing|vbg-tl: 1
solicitor|nn-tl: 3
berger|np: 15
el|np: 17
concern|nn-hl: 2
bankrupt|jj-hl: 1
consolidated|vbn-tl: 1
industries|nns-tl: 8
2d|od-tl: 1
filed|vbd: 12
bankrupt|jj: 2
travelers|nns-tl: 1
berger's|np$: 5
intervened|vbd: 4
violated|vbn: 2
repaired|vbn: 9
wide|jj-hl: 2
range|nn-hl: 2
bids|nns-hl: 1
$600|nns: 12
ranged|vbd: 15
full|rb: 5
hooked|vbn: 4
know|vb-hl: 2
enough|ap-hl: 1
sue|vb-hl: 1
goodis|np: 4
licensing|vbg: 5
occupancy|nn: 4
74|cd: 6
voiced|vbd: 4
$5000|nns: 5
testifies|vbz-hl: 1
at|in-hl: 8
hearing|nn-hl: 1
permits|nns: 2
ordinance|nn: 9
$5|nns: 6
$2|nns: 7
$1|nn: 6
single|jj: 3
95|cd: 4
revenue|nn-hl: 1
estimated|vbn-hl: 2
builders|nns-tl: 2
commissioner|nn-tl-hl: 1
replies|vbz-hl: 1
howard|np: 31
annually|rb: 14
license|vb: 1
bites|nns: 6
higher|jjr-hl: 3
fees|nns-hl: 1
compensated|vbn: 4
licenses|nns-tl: 1
petitions|nns: 7
davenport|np: 2
counsel|nn: 15
manslaughter|nn: 4
fined|vbn: 4
providing|cs: 3
violating|vbg: 4
redevelopment|nn-tl: 4
eastwick|np-tl: 4
bounded|vbn: 7
parks|nns-hl: 1
planned|vbn-hl: 1
stage|nn-tl: 2
residential|jj-tl: 2
eastwick|np: 1
would|md-hl: 4
bar|vb-hl: 1
vehicles|nns-hl: 1
reconstruction|nn-tl: 3
dividing|vbg: 7
pedestrian|nn: 2
kansas|np-hl: 1
city|nn-tl-hl: 1
mo.|np-hl: 1
feb.|np-hl: 6
9|cd-hl: 14
fighters|nns-tl: 2
fighters|nns: 14
ignition|nn-hl: 1
sets|vbz-hl: 1
off|rp-hl: 3
blast|nn-hl: 1
hood|nn-hl: 1
flies|vbz-hl: 1
house|nn-hl: 4
tnt|nn: 4
led|vbd-hl: 1
fight|nn-hl: 1
teamsters|nns-hl: 1
bombing|nn: 2
reward|vb: 2
post|vb: 1
mining|np: 2
turkey|np-hl: 1
coup|fw-nn: 2
UNK|fw-in+nn: 5
demanded|vbn: 8
fucken|vbg: 6
nigger|nn: 12
pussy|nn: 5
UNK|bez*: 1
juicy|jj: 4
man|uh: 1
chuckled|vbd: 7
lousy|jj: 11
goddamn|jj: 6
brandon|np: 8
slater|np: 5
aloud|rb: 13
blizzard|nn: 7
superior|nn: 1
damn|ql: 2
UNK|ppo: 4
UNK|vb+to: 1
em|ppo: 4
done|dod: 4
that'll|dt+md: 2
guitar|nn-tl: 2
humming|vbg: 2
reactionary|jj-nc: 1
fuck|vb: 4
ching|np: 5
slice|vb: 3
spitting|vbg: 5
nagging|vbg: 5
braced|vbd: 1
UNK|hv+to: 3
bout|in: 1
UNK|md+to: 1
loathed|vbd: 4
dumped|vbn: 1
surged|vbd: 7
piling|vbg: 6
UNK|vb+in: 3
bury|vb: 5
nightfall|nn: 4
nailed|vbn: 8
thumping|vbg: 4
boy|uh: 2
coughlin|np: 5
UNK|md+ppss: 1
toe|vb: 2
goddamn|vb: 2
chatter|nn: 6
um|ppo: 1
supremely|rb: 2
contradictions|nns-tl: 1
woke|vbd: 13
nuts|jj: 1
c'mon|uh: 3
don't|doz*: 2
sam|np-tl: 1
goddamn|uh: 1
jersey|np: 2
shore|nn: 41
snuggled|vbd: 4
dreamed|vbd: 7
ethical|jj: 26
gosson|np: 5
renaissance|nn: 5
russell|np: 12
plato|np-hl: 1
aristotle|np-hl: 1
discusses|vbz: 4
eighth|od-tl: 6
pictures|vbz: 1
praise|vb: 4
tenth|od-tl: 2
dwell|vb: 8
weaken|vb: 7
muse|nn-tl: 2
defenders|nns: 6
aristotle's|np$: 6
assures|vbz: 6
distinguishes|vbz: 4
lends|vbz: 4
arouse|vb: 5
corrupt|vb: 1
tests|vbz: 1
fiber|nn: 25
outlet|nn: 9
urges|nns: 2
wood|np: 4
ion|np-tl: 1
testify|vb: 7
an|at-tl: 6
abuse|nn-tl: 2
UNK|vbn-tl: 6
aroused|vbn: 14
craftsmen|nns: 4
denounce|vb: 5
wholesale|jj: 7
hardened|vbd: 1
lust|nn: 4
master|vb: 7
better|vb: 6
looking|vbg-tl: 1
backward|rb-tl: 1
wells's|np$: 5
childhood's|nn$-tl: 5
end|nn-tl: 7
dystopias|nns: 8
utopian|jj-tl: 1
UNK|fw-in-tl: 9
UNK|fw-cd-tl: 2
histories|nns-tl: 2
set|vbn-tl: 1
shape|nn-tl: 1
to|to-tl: 10
come|vb-tl: 5
vastly|ql: 7
eventual|jj: 9
merging|nn: 1
composite|jj: 10
planet|nn: 21
prevail|vb: 7
drainage|nn: 12
rebuilding|vbg: 5
employ|vb: 9
savior|nn: 2
science-fiction|nn: 8
veritable|jj: 4
dystopian|jj: 7
immensely|rb: 5
fertile|jj: 5
caves|nns-tl: 1
case|nn-tl: 2
conscience|nn-tl: 1
presents|nns: 6
radios|nns: 7
touch|nn-tl: 1
consuming|vbg: 5
clifford|np: 5
status|nn-tl: 1
civilization|nn-tl: 3
pedestrian|nn-tl: 1
solar|jj-tl: 2
loud|jj-tl: 1
live|vb-tl: 2
forever|rb-tl: 2
gore|np: 4
pohl|np: 11
merchants|nns-tl: 5
player|nn-tl: 3
walk|nn-tl: 1
travels|nns-tl: 2
we|ppss-tl: 4
brave|jj-tl: 3
machine|nn-tl: 5
stops|vbz-tl: 1
hideous|jj-tl: 1
strength|nn-tl: 1
nineteen|cd-tl: 5
eighty-four|cd-tl: 3
deluge|nn: 4
trilogy|nn: 4
UNK|vbz-tl: 3
folded|vbn-tl: 1
conditioning|vbg: 3
gravity|nn-tl: 1
cloud|nn-tl: 2
tendencies|nns: 5
UNK|pn$: 5
dreadful|jj: 9
reckless|jj: 8
depletion|nn: 6
rent|vb: 11
dares|vbz: 3
deeper|rbr: 8
wasteful|jj: 7
measure|nn-tl: 1
conditioners|nns: 4
mitchell|np: 25
courtenay|np: 4
convincing|vbg: 3
abraham|np: 5
liberal|jj-tl: 4
opposition|nn-hl: 1
reported|vbn-hl: 1
levitt|np: 4
rival|jj: 4
bronx|np: 8
brooklyn|np-tl: 16
mayor|nn-tl-hl: 1
visits|vbz-hl: 1
buckley|np-hl: 1
leader's|nn$: 4
assent|nn: 4
hailed|vbn-hl: 1
incumbent|jj: 4
irish|jj-tl: 8
counties|nns-tl: 4
hunter|np-tl: 3
boston|np-hl: 1
june|np-hl: 5
16|cd-hl: 1
tangible|jj: 18
airport|nn: 11
last|ap-tl: 7
scandals|nns: 7
petty|jj: 5
waterfront|nn: 9
washington|np-hl: 15
18|cd-hl: 4
administration's|nn$-tl: 3
rules|nns-tl: 9
siding|vbg: 1
speaker|nn-tl: 25
rayburn's|np$: 8
leadership|nn-hl: 1
hopeful|jj-hl: 1
stalled|vbn: 1
three|cd-hl: 3
groups|nns-hl: 1
meet|vb-hl: 1
question|nn-hl: 4
raised|vbn-hl: 2
doubled|vbn: 7
overseas|nn: 2
missionary|nn-hl: 1
explains|vbz-hl: 1
shriver|np: 5
proposes|vbz: 6
sukarno|np: 4
indonesia|np: 7
beaming|vbg: 6
banker|nn: 4
6,000|cd: 5
nations|nns-tl-hl: 1
n.|np-hl: 1
y.|np-hl: 1
secretariat|nn-tl: 4
formula|nn-hl: 3
due|jj-hl: 3
this|dt-hl: 1
week|nn-hl: 1
advisory|jj-tl: 14
questions|nns-tl: 2
unspecified|jj: 4
geneva|np-hl: 2
laos|np: 55
kingdom|nn: 16
boun|np: 4
souvanna|np: 6
phouma|np: 4
pro-communist|jj: 4
pathet|np: 10
lao|np: 14
welcomed|vbn: 6
diplomats|nns: 6
tactics|nns-hl: 1
studied|vbn-hl: 1
external|jj-tl: 1
affairs|nns-tl: 19
tactics|nns: 17
princess|nn-tl: 5
cordial|jj: 6
deal|vb-hl: 1
principles|nns-hl: 2
yelling|vbg: 5
changes|vbz: 10
dismounted|vbn: 2
perched|vbn: 3
regulars|nns: 6
killing|vbg: 11
flint|nn: 1
willed|vbd: 3
redcoat|nn: 6
musket|nn: 6
reared|vbd: 7
crashed|vbd: 7
initiation|nn: 5
war|vb: 1
slower|rbr: 2
torment|nn: 4
committeemen|nns: 2
cousin|nn-tl: 38
simmons|np: 10
bolted|vbd: 3
amazement|nn: 9
mule|nn: 4
hurling|vbg: 5
vile|jj: 5
pants|nns: 9
deacon|nn-tl: 3
muddy|jj: 8
yelling|nn: 1
thirst|nn: 4
callous|jj: 7
committeemen|nns-tl: 2
meadows|nns: 5
militia|nns-tl: 1
dashed|vbn: 3
carts|nns: 5
fanning|vbg: 3
entitled|vbd: 2
dover|np: 3
heavens|nns: 9
soaked|vbn: 5
clump|nn: 4
shouting|nn: 3
rob|vb: 2
mando|np: 5
symptoms|nns: 13
bum|jj: 1
heels|nns: 22
long-time|nn: 4
vogue|nn-tl: 2
phone|vb: 4
wear|nn: 3
tear|nn: 2
acropolis|np: 6
curving|vbg: 4
draped|vbn: 6
kneeling|vbg: 5
UNK|fw-nps: 2
climb|nn: 1
uh|uh: 5
huh|uh: 5
tawny|jj: 4
frame|vb: 4
battered|vbn: 6
solidity|nn: 4
incomparable|jj: 4
prudence|nn: 2
venetian|jj: 5
porch|nn-tl: 1
florence|np: 5
doric|jj: 4
corinthian|jj: 4
symbolized|vbd: 6
smartly|rb: 4
pirouette|nn: 4
skirts|nns: 3
aimed|vbd: 8
halt|nn: 2
aegean|np: 8
son|fw-nn-tl: 2
et|fw-cc-tl: 8
athenians|nps: 4
barbarians|nns: 3
stimulating|jj: 5
accessible|jj: 5
lunch|vb: 1
swim|vb: 7
explicable|jj: 4
overboard|rb: 8
attic|nn-tl: 1
peninsula|nn-tl: 4
winding|vbg: 9
telephones|nns: 6
original|nn: 3
water's|nn$: 3
waiters|nns: 5
winced|vbd: 4
ranked|vbd: 2
irritating|jj: 4
leisurely|jj: 1
player|np: 30
african|np-tl: 4
disbelief|nn: 5
licked|vbn: 3
bite|vb: 7
midway|ql: 1
augusta|np-tl: 2
course|nn-tl: 1
34|cd: 19
player's|np$: 4
13th|od: 6
putt|nn: 5
trailed|vbn: 2
trophy|nn: 2
wedge|nn: 4
coe|np: 5
composure|nn: 4
rounds|nns: 12
augusta|np: 4
seven|cd-hl: 2
ended|vbn: 18
spontaneously|rb: 9
pensacola|np: 4
draw|nn: 10
paired|vbd: 1
whichever|wdt: 5
awed|vbn: 5
instant|jj-hl: 1
rivalry|nn-hl: 1
greens|nns: 4
moist|jj: 11
golfers|nns: 3
putt|vb: 1
rosburg|np: 4
ken|np: 10
byron|np: 16
spotted|vbn: 7
birdie|nn: 3
9th|od: 7
birdied|vbd: 2
bogey|nn: 5
16th|od: 3
cheer|nn: 6
birdied|vbn: 2
champions|nns-hl: 1
duel|nn: 3
exceptionally|rb: 1
resumed|vbn: 10
birdie|vb: 1
downhill|jj: 2
chipped|vbd: 1
4th|od: 8
northwest|nr: 7
southeast|nr: 9
math|nn: 4
'round|rb: 4
rodding|nn: 1
satellite|nn: 7
orbit|nn: 13
understands|vbz: 6
rodding|vbg: 3
mathematics|nns: 1
grammar|nn: 4
arithmetic|nn: 5
multiplication|nn: 6
subtraction|nn: 6
multiplied|vbn: 5
minus|nn: 1
subtracted|vbn: 3
separated|vbd: 6
fractions|nns: 20
charts|nns: 9
detrimental|jj: 4
popularity|nn: 16
engine|nn-hl: 1
displacement|nn-hl: 1
compute|vb: 7
bore|nn: 3
cylinders|nns: 7
piston|nn: 7
centimeters|nns: 8
cc.|nns: 4
engines|nns: 17
UNK|8: 3
multiply|vb: 9
compression|nn-hl: 2
ratio|nn-hl: 2
compression|nn: 6
install|vb: 8
gasket|nn: 4
computation|nn: 5
irregularly|rb: 5
gear|nn-hl: 1
speed|nn-hl: 2
relationships|nns-hl: 1
axle|nn: 5
for|nn: 3
5000|cd: 4
rpm|nn: 7
seventeenth|od: 9
potters|nns: 8
roses|nns: 7
tanks|nns: 18
curves|nns: 19
traveler|nn: 7
isfahan|np: 4
decline|vb: 7
invaded|vbd: 1
persia|np: 4
persians|nps: 12
miniature|nn: 5
palaces|nns: 4
terraces|nns: 7
pavilion|nn: 4
calisthenics|nns: 4
orchards|nns: 5
prince|nn: 3
landlord|nn: 12
lugged|vbd: 3
balcony|nn: 5
taste|vb: 5
sniffed|vbd: 6
eyebrow|nn: 4
boughs|nns: 4
crowd|vb: 2
southeastern|jj: 4
routes|nns: 6
upstream|rb: 3
elaborately|ql: 2
alcoves|nns: 5
displays|nns: 15
vaults|nns: 6
tunnel|vb: 1
arched|vbn: 9
sunrise|nn: 8
hottest|jjt: 4
downstream|jj: 1
epic|jj: 3
hoot|vb: 1
bang|vb: 2
ridicule|vb: 3
take|nn: 4
grab|nn: 4
persian|np: 1
teddy|np: 2
inducing|vbg: 4
crimson|jj: 3
tulip|nn: 3
stains|vbz: 1
foes|nns: 6
fragment|nn: 6
arms|nns-tl: 5
uhhu|uh: 4
carla|np: 15
lies|nns: 3
tissues|nns: 13
vent|vb: 2
elegant|jj: 10
englishman|np: 9
flannel|nn: 4
via|fw-nn-tl: 1
piazza|nn: 5
steps|nns-tl: 3
peter's|np$-tl: 9
protestant|np: 3
find|nn: 3
worrying|vbg: 5
UNK|fw-uh: 7
agnese|np: 4
biscuits|nns: 5
folded|vbn: 9
tennis|nn: 12
bounced|vbn: 3
translated|vbd: 1
nephew|nn: 9
italy|np-tl: 1
mill|nn: 9
boxcar|nn: 6
sam's|np$: 4
countrymen|nns: 4
portugal|np: 4
confidentially|rb: 4
discontent|nn: 8
cardinals|nns: 3
obnoxious|jj: 5
jim's|np$: 4
registered|vbd: 7
cathy|np: 20
appreciated|vbd: 6
mingled|vbd: 3
myra's|np$: 3
myra's|np+bez: 1
greg|np: 26
disasters|nns: 4
piping|vbg: 3
yell|vb: 3
stairway|nn: 6
brows|nns: 5
overwhelmed|vbn: 4
instant|jj: 5
skillfully|rb: 5
crisp|jj: 4
darkened|vbd: 5
good-by|nn: 2
cardinal|nn: 1
radiant|jj: 8
mate|nn: 16
baffled|vbn: 4
helplessness|nn: 5
unscrupulous|jj: 5
dump|vb: 3
hopping|vbg: 4
mobile|nn-tl: 1
closet|nn: 15
greg's|np$: 10
ghost|nn: 9
upstairs|jj: 3
phoned|vbn: 2
forthright|jj: 6
good-by|uh: 2
thickened|vbd: 2
flying|nn: 3
trudged|vbd: 4
teddy|nn: 2
package|nn: 19
stays|nns: 2
claimants|nns: 5
nation-state|nn: 6
inferior|jj: 7
further|vb: 8
statesman|nn: 11
motivation|nn: 11
societal|jj: 4
readily|ql: 2
affirmative|jj: 4
fascination|nn: 6
altered|vbd: 2
saved|vbd: 10
ill-starred|jj: 4
standardized|vbn: 4
consensus|nn: 7
unanimity|nn: 5
positive|jj-tl: 1
waged|vbn: 6
watersheds|nns: 4
insured|vbd: 1
guiding|vbg: 10
hoover|np-tl: 1
enacted|vbd: 2
employment|nn-tl: 3
1946|cd-tl: 1
manpower|nn: 13
jurists|nns-tl: 2
delhi|np-tl: 4
rule|nn-tl: 5
according|vbg: 2
broadened|vbn: 4
burgeoning|vbg: 4
socialist|jj: 2
adherence|nn: 9
struggle|vb: 7
feudal|jj: 6
bind|vb: 2
hurricane|nn: 7
civilizational|jj: 8
proceeded|vbn: 3
attained|vbd: 5
perilous|jj: 8
austin|np: 11
dual|jj: 9
exercises|vbz: 4
high-level|nn: 4
hide|nn: 4
giveaway|nn: 4
employee|nn: 23
assess|vb: 6
negotiating|vbg: 7
restricting|vbg: 3
motors|nns-tl: 43
insurance|nn-hl: 2
holidays|nns-hl: 2
time|nn-hl: 8
holidays|nns: 9
uninterrupted|jj: 5
minimized|vbn: 3
plant|nn-hl: 3
feeding|vbg-hl: 2
vending|vbg: 6
cafeteria|nn: 14
part-time|rb: 2
staggered|vbn: 3
utilizing|vbg: 8
recreation|nn-hl: 1
recreational|jj: 8
transportation|nn-hl: 1
parking|vbg-hl: 1
erect|vb: 5
haul|vb: 3
part-time|jj: 24
paid|vbn-hl: 1
vacations|nns-hl: 2
vacations|nns: 7
curtail|vb: 4
retirement|nn-hl: 2
disabled|vbn: 10
concessions|nns: 5
health|nn-hl: 1
full-time|rb: 1
rigidly|rb: 8
treatments|nns: 11
fit|vb-hl: 1
your|pp$-hl: 4
needs|nns-hl: 3
prefers|vbz: 5
communications|nns-hl: 1
posters|nns: 4
mo.|np-tl: 1
do-it-yourself|jj: 5
benefit|nn-tl: 1
r|nn: 23
laboratories|nns-tl: 4
rubber|nn-tl: 2
alerting|vbg: 4
savings|nn: 2
granting|vbg: 7
deceased|nn: 4
headaches|nns: 6
headache|nn: 4
alleviate|vb: 5
saddled|vbn: 3
die|nn: 8
birthday|nn: 16
reduces|vbz: 7
eating|vbg-hl: 1
subsidized|vbn: 3
helva|np: 26
helva's|np$: 8
thrived|vbd: 4
grabbing|vbg: 4
scout|nn: 5
mobile|jj: 26
i.q.|np: 5
trusting|vbg: 2
suffice|vb: 4
combine|nn: 2
stall|np: 1
propulsion|nn: 5
alien|nn: 2
codes|nns: 16
reasoning|vbg: 3
absorbed|vbd: 2
terrestrial|jj: 7
worlds|nns-tl: 2
schools|nns-tl: 4
case|vb: 2
mercifully|rb: 4
activated|vbn: 5
supper|nn-tl: 5
screw|nn: 19
