furthermore|rb: 0.0010200034000113333
rodding|nn: 6.752240055638458e-06
satellite|nn: 4.726568038946921e-05
orbit|nn: 8.777912072329996e-05
understands|vbz: 0.0008305647840531562
rodding|vbg: 0.0001724435247456458
mathematics|nns: 1.8675531318866023e-05
grammar|nn: 2.7008960222553833e-05
arithmetic|nn: 3.376120027819229e-05
multiplication|nn: 4.051344033383075e-05
subtraction|nn: 4.051344033383075e-05
multiplied|vbn: 0.00017624250969333803
minus|nn: 6.752240055638458e-06
subtracted|vbn: 0.00010574550581600282
separated|vbd: 0.00023645320197044335
fractions|nns: 0.0003735106263773204
charts|nns: 0.00016807978186979418
detrimental|jj: 6.442364992188632e-05
popularity|nn: 0.00010803584089021533
engine|nn-hl: 0.0006983240223463687
displacement|nn-hl: 0.0006983240223463687
compute|vb: 0.00021462517246665643
bore|nn: 2.0256720166915374e-05
cylinders|nns: 0.00013072871923206216
piston|nn: 4.726568038946921e-05
centimeters|nns: 0.00014940425055092818
cc.|nns: 7.470212527546409e-05
engines|nns: 0.0003174840324207224
UNK|8: 1.0
multiply|vb: 0.0002759466503142726
compression|nn-hl: 0.0013966480446927375
ratio|nn-hl: 0.0013966480446927375
compression|nn: 4.051344033383075e-05
install|vb: 0.0002452859113904645
gasket|nn: 2.7008960222553833e-05
computation|nn: 3.376120027819229e-05
irregularly|rb: 0.00014166713889046296
gear|nn-hl: 0.0006983240223463687
speed|nn-hl: 0.0013966480446927375
relationships|nns-hl: 0.001658374792703151
axle|nn: 3.376120027819229e-05
for|nn: 2.0256720166915374e-05
5000|cd: 0.00030455306837216383
rpm|nn: 4.726568038946921e-05
seventeenth|od: 0.004846526655896607
potters|nns: 0.00014940425055092818
roses|nns: 0.00013072871923206216
tanks|nns: 0.00033615956373958837
curves|nns: 0.0003548350950584544
traveler|nn: 4.726568038946921e-05
isfahan|np: 0.0001195707410396676
decline|vb: 0.00021462517246665643
invaded|vbd: 3.940886699507389e-05
persia|np: 0.0001195707410396676
persians|nps: 0.009836065573770493
miniature|nn: 3.376120027819229e-05
palaces|nns: 7.470212527546409e-05
terraces|nns: 0.00013072871923206216
pavilion|nn: 2.7008960222553833e-05
calisthenics|nns: 7.470212527546409e-05
orchards|nns: 9.33776565943301e-05
prince|nn: 2.0256720166915374e-05
landlord|nn: 8.10268806676615e-05
lugged|vbd: 0.00011822660098522167
balcony|nn: 3.376120027819229e-05
taste|vb: 0.00015330369461904033
sniffed|vbd: 0.00023645320197044335
eyebrow|nn: 2.7008960222553833e-05
boughs|nns: 7.470212527546409e-05
crowd|vb: 6.132147784761612e-05
southeastern|jj: 6.442364992188632e-05
routes|nns: 0.00011205318791319613
upstream|rb: 8.500028333427779e-05
elaborately|ql: 0.00023618327822390176
alcoves|nns: 9.33776565943301e-05
displays|nns: 0.00028013296978299034
vaults|nns: 0.00011205318791319613
tunnel|vb: 3.066073892380806e-05
arched|vbn: 0.00031723651744800847
sunrise|nn: 5.401792044510767e-05
hottest|jjt: 0.0040650406504065045
downstream|jj: 1.610591248047158e-05
epic|jj: 4.831773744141474e-05
hoot|vb: 3.066073892380806e-05
bang|vb: 6.132147784761612e-05
ridicule|vb: 9.198221677142419e-05
take|nn: 2.7008960222553833e-05
grab|nn: 2.7008960222553833e-05
persian|np: 2.98926852599169e-05
teddy|np: 5.97853705198338e-05
inducing|vbg: 0.00022992469966086107
crimson|jj: 4.831773744141474e-05
tulip|nn: 2.0256720166915374e-05
stains|vbz: 0.00013842746400885935
foes|nns: 0.00011205318791319613
fragment|nn: 4.051344033383075e-05
arms|nns-tl: 0.002335357309668379
uhhu|uh: 0.006944444444444444
carla|np: 0.0004483902788987535
lies|nns: 5.6026593956598066e-05
tissues|nns: 0.0002427819071452583
vent|vb: 6.132147784761612e-05
elegant|jj: 0.00016105912480471581
englishman|np: 0.0002690341673392521
flannel|nn: 2.7008960222553833e-05
via|fw-nn-tl: 0.006289308176100629
piazza|nn: 3.376120027819229e-05
steps|nns-tl: 0.0014012143858010276
peter's|np$-tl: 0.0661764705882353
protestant|np: 8.96780557797507e-05
find|nn: 2.0256720166915374e-05
worrying|vbg: 0.00028740587457607634
UNK|fw-uh: 0.875
agnese|np: 0.0001195707410396676
biscuits|nns: 9.33776565943301e-05
folded|vbn: 0.00031723651744800847
tennis|nn: 8.10268806676615e-05
bounced|vbn: 0.00010574550581600282
translated|vbd: 3.940886699507389e-05
nephew|nn: 6.0770160500746126e-05
italy|np-tl: 0.0002572678157962439
mill|nn: 6.0770160500746126e-05
boxcar|nn: 4.051344033383075e-05
sam's|np$: 0.001600640256102441
countrymen|nns: 7.470212527546409e-05
portugal|np: 0.0001195707410396676
confidentially|rb: 0.00011333371111237037
discontent|nn: 5.401792044510767e-05
cardinals|nns: 5.6026593956598066e-05
obnoxious|jj: 8.052956240235791e-05
jim's|np$: 0.001600640256102441
registered|vbd: 0.00027586206896551725
cathy|np: 0.000597853705198338
appreciated|vbd: 0.00023645320197044335
mingled|vbd: 0.00011822660098522167
myra's|np$: 0.0012004801920768306
myra's|np+bez: 0.04
greg|np: 0.0007772098167578394
disasters|nns: 7.470212527546409e-05
piping|vbg: 0.0001724435247456458
yell|vb: 9.198221677142419e-05
stairway|nn: 4.051344033383075e-05
brows|nns: 9.33776565943301e-05
overwhelmed|vbn: 0.00014099400775467044
instant|jj: 8.052956240235791e-05
skillfully|rb: 0.00014166713889046296
crisp|jj: 6.442364992188632e-05
darkened|vbd: 0.00019704433497536947
good-by|nn: 1.3504480111276917e-05
cardinal|nn: 6.752240055638458e-06
radiant|jj: 0.00012884729984377264
mate|nn: 0.00010803584089021533
baffled|vbn: 0.00014099400775467044
helplessness|nn: 3.376120027819229e-05
unscrupulous|jj: 8.052956240235791e-05
dump|vb: 9.198221677142419e-05
hopping|vbg: 0.00022992469966086107
mobile|nn-tl: 7.715454054471106e-05
closet|nn: 0.00010128360083457687
greg's|np$: 0.004001600640256103
ghost|nn: 6.0770160500746126e-05
upstairs|jj: 4.831773744141474e-05
phoned|vbn: 7.049700387733522e-05
forthright|jj: 9.663547488282948e-05
good-by|uh: 0.003472222222222222
thickened|vbd: 7.881773399014778e-05
flying|nn: 2.0256720166915374e-05
trudged|vbd: 0.00015763546798029557
teddy|nn: 1.3504480111276917e-05
package|nn: 0.0001282925610571307
stays|nns: 3.7351062637732046e-05
claimants|nns: 9.33776565943301e-05
nation-state|nn: 4.051344033383075e-05
inferior|jj: 0.00011274138736330107
further|vb: 0.0002452859113904645
statesman|nn: 7.427464061202304e-05
motivation|nn: 7.427464061202304e-05
societal|jj: 6.442364992188632e-05
readily|ql: 0.00023618327822390176
affirmative|jj: 6.442364992188632e-05
fascination|nn: 4.051344033383075e-05
altered|vbd: 7.881773399014778e-05
saved|vbd: 0.00039408866995073894
ill-starred|jj: 6.442364992188632e-05
standardized|vbn: 0.00014099400775467044
consensus|nn: 4.726568038946921e-05
unanimity|nn: 3.376120027819229e-05
positive|jj-tl: 0.000250501002004008
waged|vbn: 0.00021149101163200565
watersheds|nns: 7.470212527546409e-05
insured|vbd: 3.940886699507389e-05
guiding|vbg: 0.0005748117491521527
hoover|np-tl: 0.0002572678157962439
enacted|vbd: 7.881773399014778e-05
employment|nn-tl: 0.00023146362163413317
1946|cd-tl: 0.0011248593925759281
manpower|nn: 8.777912072329996e-05
jurists|nns-tl: 0.0009341429238673517
delhi|np-tl: 0.0010290712631849757
rule|nn-tl: 0.0003857727027235553
according|vbg: 0.00011496234983043054
broadened|vbn: 0.00014099400775467044
burgeoning|vbg: 0.00022992469966086107
socialist|jj: 3.221182496094316e-05
adherence|nn: 6.0770160500746126e-05
struggle|vb: 0.00021462517246665643
feudal|jj: 9.663547488282948e-05
bind|vb: 6.132147784761612e-05
hurricane|nn: 4.726568038946921e-05
civilizational|jj: 0.00012884729984377264
proceeded|vbn: 0.00010574550581600282
attained|vbd: 0.00019704433497536947
perilous|jj: 0.00012884729984377264
austin|np: 0.0003288195378590859
dual|jj: 0.00014495321232424423
exercises|vbz: 0.0005537098560354374
high-level|nn: 2.7008960222553833e-05
hide|nn: 2.7008960222553833e-05
giveaway|nn: 2.7008960222553833e-05
employee|nn: 0.00015530152127968453
assess|vb: 0.00018396443354284838
negotiating|vbg: 0.0004023682244065069
restricting|vbg: 0.0001724435247456458
motors|nns-tl: 0.02008407286314806
insurance|nn-hl: 0.0013966480446927375
holidays|nns-hl: 0.003316749585406302
time|nn-hl: 0.00558659217877095
holidays|nns: 0.00016807978186979418
uninterrupted|jj: 8.052956240235791e-05
minimized|vbn: 0.00010574550581600282
plant|nn-hl: 0.002094972067039106
feeding|vbg-hl: 0.013888888888888888
vending|vbg: 0.0003448870494912916
cafeteria|nn: 9.453136077893842e-05
part-time|rb: 5.6666855556185186e-05
staggered|vbn: 0.00010574550581600282
utilizing|vbg: 0.00045984939932172214
recreation|nn-hl: 0.0006983240223463687
recreational|jj: 0.00012884729984377264
transportation|nn-hl: 0.0006983240223463687
parking|vbg-hl: 0.006944444444444444
erect|vb: 0.00015330369461904033
haul|vb: 9.198221677142419e-05
part-time|jj: 0.00038654189953131793
paid|vbn-hl: 0.007407407407407408
vacations|nns-hl: 0.003316749585406302
vacations|nns: 0.00013072871923206216
curtail|vb: 0.00012264295569523224
retirement|nn-hl: 0.0013966480446927375
disabled|vbn: 0.00035248501938667606
concessions|nns: 9.33776565943301e-05
health|nn-hl: 0.0006983240223463687
full-time|rb: 2.8333427778092593e-05
rigidly|rb: 0.00022666742222474074
treatments|nns: 0.00020543084450752624
fit|vb-hl: 0.008064516129032258
your|pp$-hl: 0.4444444444444444
needs|nns-hl: 0.004975124378109453
prefers|vbz: 0.0006921373200442968
communications|nns-hl: 0.001658374792703151
posters|nns: 7.470212527546409e-05
mo.|np-tl: 0.0002572678157962439
do-it-yourself|jj: 8.052956240235791e-05
benefit|nn-tl: 7.715454054471106e-05
r|nn: 0.00015530152127968453
laboratories|nns-tl: 0.0018682858477347033
rubber|nn-tl: 0.0001543090810894221
alerting|vbg: 0.00022992469966086107
savings|nn: 1.3504480111276917e-05
granting|vbg: 0.0004023682244065069
deceased|nn: 2.7008960222553833e-05
headaches|nns: 0.00011205318791319613
headache|nn: 2.7008960222553833e-05
alleviate|vb: 0.00015330369461904033
saddled|vbn: 0.00010574550581600282
die|nn: 5.401792044510767e-05
birthday|nn: 0.00010803584089021533
reduces|vbz: 0.0009689922480620155
eating|vbg-hl: 0.006944444444444444
subsidized|vbn: 0.00010574550581600282
helva|np: 0.0007772098167578394
helva's|np$: 0.003201280512204882
thrived|vbd: 0.00015763546798029557
grabbing|vbg: 0.00022992469966086107
scout|nn: 3.376120027819229e-05
mobile|jj: 0.0004187537244922611
i.q.|np: 0.0001494634262995845
trusting|vbg: 0.00011496234983043054
suffice|vb: 0.00012264295569523224
combine|nn: 1.3504480111276917e-05
stall|np: 2.98926852599169e-05
propulsion|nn: 3.376120027819229e-05
alien|nn: 1.3504480111276917e-05
codes|nns: 0.00029880850110185637
reasoning|vbg: 0.0001724435247456458
absorbed|vbd: 7.881773399014778e-05
terrestrial|jj: 0.00011274138736330107
worlds|nns-tl: 0.0009341429238673517
schools|nns-tl: 0.0018682858477347033
case|vb: 6.132147784761612e-05
mercifully|rb: 0.00011333371111237037
activated|vbn: 0.00017624250969333803
supper|nn-tl: 0.0003857727027235553
screw|nn: 0.0001282925610571307
microphones|nns: 7.470212527546409e-05
chromatic|jj: 0.00012884729984377264
regulated|vbd: 7.881773399014778e-05
prolonged|vbn: 0.0005639760310186818
amended|vbd: 0.00011822660098522167
master's|nn$-tl: 0.002824858757062147
blushed|vbn: 7.049700387733522e-05
people|vb: 6.132147784761612e-05
amusement|nn: 4.726568038946921e-05
unfortunate|nn: 2.7008960222553833e-05
substituting|vbg: 0.00022992469966086107
incredibly|rb: 5.6666855556185186e-05
tread|vb: 3.066073892380806e-05
age|nn-tl: 0.0007715454054471106
angel|nn: 6.0770160500746126e-05
program|vb: 0.00015330369461904033
eileen|np: 0.0007473171314979224
posed|vbd: 0.00011822660098522167
bizarre|jj: 9.663547488282948e-05
reproduction|nn: 4.051344033383075e-05
instrumental|jj: 0.00012884729984377264
tapes|nns: 7.470212527546409e-05
fancy|nn: 4.726568038946921e-05
alto|nn: 1.3504480111276917e-05
aj|np-tl: 0.002829945973758683
navigation|nn: 3.376120027819229e-05
loading|vbg: 0.00028740587457607634
annals|nns: 7.470212527546409e-05
mock|jj: 8.052956240235791e-05
introduce|vb: 0.0003372681281618887
base|nn-tl: 0.0005400817838129774
sneaked|vbd: 0.00015763546798029557
slim|jj: 0.00016105912480471581
hull|nn: 6.752240055638458e-05
hello|uh: 0.015625
hopefully|rb: 0.00022666742222474074
scout|nn-tl: 0.0001543090810894221
directives|nns: 7.470212527546409e-05
darkened|vbn: 7.049700387733522e-05
quick|nn: 6.752240055638458e-06
vitamin|nn: 3.376120027819229e-05
pills|nns: 0.00011205318791319613
hollow|jj: 0.00012884729984377264
cheeks|nns: 0.00020543084450752624
sounded|vbn: 0.00021149101163200565
eating|nn: 1.3504480111276917e-05
number|nn-tl: 0.00023146362163413317
raining|vbg: 0.0003448870494912916
cottages|nns: 0.00011205318791319613
haze|nn: 4.726568038946921e-05
downed|vbd: 7.881773399014778e-05
compound|nn: 6.0770160500746126e-05
vivian|np: 0.0003288195378590859
wayne|np: 0.0002391414820793352
kissing|vbg: 0.0003448870494912916
woods|nns-tl: 0.00046707146193367583
duck|nn: 1.3504480111276917e-05
filthy|jj: 0.00011274138736330107
bake|vb: 9.198221677142419e-05
peaked|jj: 0.00011274138736330107
wet|vbn: 3.524850193866761e-05
crash|vb: 0.00012264295569523224
managed|vbn: 0.0004229820232640113
jackets|nns: 0.00011205318791319613
wrapping|vbg: 0.0001724435247456458
lotion|nn: 5.401792044510767e-05
handwriting|nn: 3.376120027819229e-05
feminine|jj: 0.00016105912480471581
scrawled|vbd: 0.00011822660098522167
sorry|jj-nc: 0.024390243902439025
idly|rb: 0.00017000056666855557
pink|nn: 6.752240055638458e-06
subconsciously|rb: 0.00011333371111237037
clinging|vbg: 0.0003448870494912916
UNK|nn+hvz: 0.75
sunny|jj: 0.00019327094976565897
sunburn|nn: 3.376120027819229e-05
transferred|vbd: 7.881773399014778e-05
wrapping|nn: 2.0256720166915374e-05
elsie|np: 0.0001195707410396676
gee|uh: 0.003472222222222222
suits|nns: 0.0004295372203339185
sweaters|nns: 7.470212527546409e-05
desperation|nn: 4.051344033383075e-05
bottoms|nns: 0.00014940425055092818
tan|nn: 1.3504480111276917e-05
puny|jj: 9.663547488282948e-05
surviving|vbg-tl: 0.007575757575757576
swift|np-tl: 0.0002572678157962439
his|pp$-tl: 0.1111111111111111
speedy|jj-tl: 0.000250501002004008
canoe|nn-tl: 7.715454054471106e-05
swift|np: 0.0005679610199384211
sandburg|np: 0.0006576390757181718
fragments|nns: 0.0001867553131886602
ballad|nn: 4.726568038946921e-05
author's|nn$: 0.00489853044086774
verses|nns: 0.00014940425055092818
steadily|rb: 0.0005950019833399445
ever|ql: 0.0008266414737836561
humility|nn: 3.376120027819229e-05
inflicted|vbd: 0.00011822660098522167
pessimism|nn: 4.051344033383075e-05
bubbles|vbz: 0.00013842746400885935
public's|nn$: 0.004198740377886634
dedicated|vbd: 7.881773399014778e-05
weighing|vbg: 0.0005173305742369374
rosenberg|np: 8.96780557797507e-05
polish|nn: 2.7008960222553833e-05
rental|nn: 4.726568038946921e-05
carl's|np$: 0.001600640256102441
sparse|jj: 8.052956240235791e-05
fame|nn-tl: 7.715454054471106e-05
plain|rb: 5.6666855556185186e-05
kappa|np: 0.0001494634262995845
poet|nn-tl: 0.0023917907568860425
photographed|vbn: 0.00014099400775467044
supervised|vbd: 0.00011822660098522167
carpenter|nn: 4.051344033383075e-05
singly|rb: 0.00017000056666855557
erosion|nn: 4.051344033383075e-05
planted|vbd: 0.00019704433497536947
lilian|np: 0.0002092487968194183
luxemburg|np: 0.0001195707410396676
catholics|nps-tl: 0.015151515151515152
talented|jj: 0.00011274138736330107
magazine|nn-tl: 0.00046292724326826634
titled|vbd: 3.940886699507389e-05
greatest|jjt-tl: 0.5
photographer|nn-tl: 7.715454054471106e-05
thursday|nr-tl: 0.003389830508474576
meditations|nns-tl: 0.00046707146193367583
augustine|np-tl: 0.0002572678157962439
monthly|nn-tl: 0.00023146362163413317
slavery|nn-tl: 7.715454054471106e-05
socialist|nn-tl: 0.00023146362163413317
victor|np: 0.0004483902788987535
editorials|nns: 0.0001867553131886602
stationed|vbn: 0.00017624250969333803
social|jj-tl: 0.00375751503006012
democrats|nps-tl: 0.015151515151515152
graduation|nn: 7.427464061202304e-05
princeton|np-tl: 0.0002572678157962439
township|nn-tl: 0.0003086181621788442
dated|vbn: 0.0006344730348960169
boats|nns: 0.000896425503305569
boating|nn: 4.051344033383075e-05
concentrations|nns: 0.00016807978186979418
coasts|nns: 0.00011205318791319613
markedly|ql: 0.00023618327822390176
engineers|nns-tl: 0.0028024287716020553
trailers|nns: 0.00022410637582639226
retail|vb: 3.066073892380806e-05
year-'round|jj: 6.442364992188632e-05
craft|nn: 0.00014179704116840762
transfer|vb: 0.00018396443354284838
trailer|nn: 7.427464061202304e-05
auxiliary|jj: 8.052956240235791e-05
$100,000|nns: 7.470212527546409e-05
camping|vbg: 0.0010346611484738748
sail|nn: 1.3504480111276917e-05
pond|nn: 0.00014179704116840762
plywood|nn: 6.0770160500746126e-05
outboard|rb: 2.8333427778092593e-05
toilets|nns: 7.470212527546409e-05
purchasers|nns: 7.470212527546409e-05
gamut|nn: 2.7008960222553833e-05
pasadena|np: 0.0001494634262995845
motors|nns: 0.00013072871923206216
outboard|jj: 9.663547488282948e-05
horsepower|nn: 3.376120027819229e-05
$150|nns: 0.00011205318791319613
$1,000|nns: 0.00020543084450752624
simpler|jjr: 0.008937960042060988
marine|jj: 9.663547488282948e-05
direct|rb: 8.500028333427779e-05
down|jj: 1.610591248047158e-05
rating|nn: 4.051344033383075e-05
unduly|ql: 0.0005904581955597543
terrified|vbn: 0.00024673951357067324
burdened|vbn: 0.00014099400775467044
water's|nn+bez: 0.030303030303030304
airplane|nn: 7.427464061202304e-05
prohibited|vbn: 0.00021149101163200565
numbering|nn: 6.752240055638458e-06
regulating|vbg: 0.00022992469966086107
marine|nn: 0.00023632840194734604
yacht|nn: 6.752240055638458e-06
boat|nn-tl: 0.0001543090810894221
yacht|nn-tl: 0.00023146362163413317
safety|nn-tl: 7.715454054471106e-05
reorganized|vbn: 0.00014099400775467044
engine|nn-tl: 7.715454054471106e-05
underwriters|nns: 5.6026593956598066e-05
tool|jj: 1.610591248047158e-05
auxiliary|nn-tl: 7.715454054471106e-05
motels|nns: 0.00013072871923206216
drive-in|jj: 1.610591248047158e-05
deposit|nn: 4.726568038946921e-05
marinas|nns: 0.00013072871923206216
dock|vb: 6.132147784761612e-05
overnight|jj: 4.831773744141474e-05
nomenclature|nn: 1.3504480111276917e-05
faster|jjr: 0.0026288117770767614
interstellar|jj: 6.442364992188632e-05
drives|nns: 1.8675531318866023e-05
macneff|np: 0.0002092487968194183
pacing|vbg: 0.00022992469966086107
stare|vb: 0.0002452859113904645
forerunner|nn-tl: 0.0003086181621788442
gapt|nn: 4.726568038946921e-05
sigmen|np: 8.96780557797507e-05
pardon|vb: 0.00012264295569523224
expedition|nn: 9.453136077893842e-05
earth|nn-tl: 0.0020060180541624875
volunteer|vb: 0.00012264295569523224
limits|vbz: 0.0005537098560354374
paced|vbd: 0.00039408866995073894
frowning|vbg: 0.0006897740989825832
therein|rb: 0.00025500085000283333
yarrow|np: 0.0001195707410396676
discs|nns: 0.00013072871923206216
islands|nns-tl: 0.008407286314806165
china|np-tl: 0.0020581425263699513
southeast|jj: 1.610591248047158e-05
ceylon|np: 0.0001494634262995845
bazaar|nn-tl: 0.0001543090810894221
mediterranean|np-tl: 0.0002572678157962439
tibet|np: 0.0002092487968194183
israeli|jj-tl: 0.000751503006012024
apocalyptic|jj-tl: 0.000501002004008016
iceland|np: 0.0001195707410396676
caribbean|np-tl: 0.0002572678157962439
preserve|nn-tl: 7.715454054471106e-05
rotated|vbd: 7.881773399014778e-05
sigmen|np-tl: 0.0002572678157962439
web|nn: 4.051344033383075e-05
frauds|nns: 7.470212527546409e-05
squat|nn: 2.7008960222553833e-05
foreseen|jj: 1.610591248047158e-05
choking|vbg: 0.0003448870494912916
destination|nn: 6.0770160500746126e-05
endured|vbn: 0.00024673951357067324
preparations|nns: 0.00022410637582639226
