The tag-bigram has the form ti|ti-1
rb+bez-hl|.: 1
pp$-hl|rb+bez-hl: 1
nn$-hl|:-hl: 1
wdt-hl|): 3
pps-hl|wdt-hl: 15
doz-hl|pps-hl: 15
:-hl|doz-hl: 15
nn-hl|:-hl: 7
vbg-hl|(-hl: 1
vbz|:-hl: 9
vbn|:-hl: 3
dts|(: 1
jjt|:-hl: 1
:|doz: 1
do|:-hl: 1
4|vb: 3
in|4: 1
*|:-hl: 1
np$|cc-tl: 1
nns-hl|dti-hl: 1
*|wps: 2
doz*|nn-tl: 1
cd-tl-hl|nn-tl: 1
np-hl|cd-tl-hl: 1
md-hl|,-hl: 1
od-hl|md-hl: 1
,-hl|od-hl: 1
ppss-tl|,: 1
md|ppss-tl: 1
nn-hl|in: 1
.|nns-hl: 3
np-tl|): 1
wdt|hvz: 1
nr-tl|at-tl: 2
bez-hl|.: 1
pps-hl|bez-hl: 2
jj-hl|pps-hl: 2
nn-hl|wdt-hl: 5
wql|to: 1
ppl|dt: 3
:|wrb: 2
to|doz: 1
cc|hvg: 1
fw-at+nn-tl|fw-in: 1
,|fw-at+nn-tl: 1
np$-tl|``: 5
ap-tl|np$-tl: 1
doz|vbg: 1
vbd|fw-jj-tl: 1
abx|*: 1
'|bez: 3
rb-nc|': 1
'|rb-nc: 1
ppss+bem|--: 1
dt|bedz*: 5
vbn-tl|vbn: 3
fw-nns|fw-nns: 1
fw-vb|fw-nns: 2
rbt|bed: 1
fw-nn|fw-nns: 1
fw-nns|fw-in: 3
fw-in+at-tl|np-tl: 1
np-hl|np: 2
,|np-hl: 1
,|at-tl: 2
(|abn: 1
np|fw-jj: 1
pp$-tl|jj: 1
fw-vbn|ber: 1
np|fw-nns-tl: 2
fw-jj|nn: 1
vbg|np$-tl: 1
2-foot|at: 1
nn|2-foot: 1
jjr|doz: 1
16-inch|at: 2
nn|16-inch: 2
2-inch|cc: 1
,|2-inch: 1
8-inch-thick|,: 1
np-tl|8-inch-thick: 1
md|hvn: 1
hvz|vbz: 2
rbr|ppss+ber: 1
ex+bez|--: 2
np$-hl|``: 1
''|nns-hl: 3
ppss|np$: 1
*|to: 1
do|nns-tl: 3
be|rp: 1
dt|dt: 1
'|np$: 2
''|bedz: 6
fw-jj|fw-rb: 1
wps|nps-tl: 2
wps|': 1
jj|nps: 3
fw-np|rb: 1
fw-vb|fw-np: 2
fw-np|fw-vb: 2
''|fw-np: 1
fw-np|cc: 1
fw-vbg|fw-np: 1
fw-bez|fw-vbg: 1
,|fw-bez: 1
fw-np|,: 1
np|fw-vb: 1
at-tl|vbg: 2
np$|hvg: 1
nr$|vbg: 1
abn|hvn: 2
nps-tl|np: 2
hvd|np$: 1
vbd|np$: 1
vb|np-hl: 1
pps|rbt: 1
``|wp$: 2
np$-hl|:: 2
abl|bed: 1
nps-tl|at: 2
nps$|cs: 1
ppss+bem|np: 1
wps|np$: 1
pn|wps: 1
nn|md*: 1
ppss|ex+bez: 1
--|ppss+ber: 1
np|ppss+ber: 1
jj|bed*: 3
abn|ppss+hv: 1
bez|hvd: 1
nr|:: 2
fw-od-tl|in: 1
.|fw-od-tl: 1
fw-od-nc|.: 1
in|fw-od-nc: 1
vbg|pn+bez: 3
uh|bez: 1
dti|dt+bez: 1
vb|vbn+to: 3
wdt|': 2
do|pn: 1
'|do: 1
cd|dod: 3
abl|ppss+ber: 1
fw-ppss|jj: 1
fw-*|fw-ppss: 1
fw-vb|fw-*: 1
fw-wdt|fw-vb: 1
''|fw-wdt: 1
in|nn$-tl: 1
bez*|--: 1
nns-tl|rb-tl: 1
vbn|jj-tl: 1
jj-tl|doz: 2
vb|jj-tl: 1
4''|ber: 1
pp$-tl|nn-tl: 1
be|'': 1
dts|bez: 1
rp|nr-tl: 1
nrs-tl|ap: 1
.|nrs-tl: 1
hv*|wps: 1
.|hv*: 1
ex|nns-tl: 3
vb|nps-tl: 1
vbg|nr-tl: 3
vb|nr: 4
cs|nps-tl: 1
do*|:: 3
rb-tl|vbn: 1
dt-tl|in-tl: 2
rb-tl|vbz-tl: 2
at-tl|rb-tl: 2
pp$-tl|vb-tl: 2
pps+hvz|--: 2
cc-tl|``: 2
hv-tl|``: 1
ppss-tl|hv-tl: 1
vbn-tl|ppss-tl: 1
dti-tl|vbn-tl: 1
nns-tl|dti-tl: 1
.-tl|nn-tl: 1
.-tl|.-tl: 1
''|.-tl: 1
uh-tl|uh-tl: 1
ppss-tl|``: 2
hv-tl|md-tl: 1
ben-tl|hv-tl: 1
at-tl|ben-tl: 1
ex+md|``: 1
ex+md|.: 1
''|vbg-tl: 4
np$|': 1
fw-bez|fw-nn: 1
fw-rb|fw-bez: 1
fw-ber|fw-vbn: 1
fw-cd|fw-ber: 1
fw-nns|fw-cd: 1
fw-vbg|wdt: 1
fw-vbg|fw-vbg: 1
hvd|fw-vbg: 1
fw-in-tl|np$: 1
fw-nr-tl|fw-in-tl: 2
fw-in-tl|fw-nr-tl: 1
.|fw-nr-tl: 1
fw-nn-tl|jj-tl: 1
pps|fw-nn-tl: 1
nn-tl|fw-nn-tl: 1
nns|fw-nn-tl: 2
--|od-tl: 2
nns|od-tl: 2
fw-at-tl|cc: 1
vbd-tl|fw-at-tl: 1
fw-in-tl|vbd-tl: 1
pps|od-tl: 1
fw-ppss|': 1
fw-hv|fw-ppss: 1
fw-at|fw-hv: 1
hvg|nn$: 1
beg|to: 1
fw-np-tl|fw-jj-tl: 1
in|fw-np-tl: 1
be|rbt: 2
at-hl|wrb-hl: 2
nns-hl|wdt-hl: 1
pn|bem: 2
dt|dod*: 1
jjs|beg: 1
wps+md|.: 1
od-tl|nn-tl: 1
ppss+hv|uh: 1
fw-nns|pp$: 1
bed|fw-nns: 1
cc|fw-at+nn-tl: 1
fw-nr-tl|cc: 1
vbd|fw-nr-tl: 1
fw-at+nn-tl|,: 1
cc|fw-jj-tl: 1
pps+md|nn-tl: 1
ppss+md|rbr: 1
--|wpo: 1
doz*|cc: 1
pn+bez|jj: 1
ql|pn+bez: 1
--|ppss+bem: 1
ppss+hvd|wdt: 1
wdt|hv: 1
np+hvz|.: 1
qlp|nns: 1
np|bedz*: 3
ppss+hvd|--: 2
cs|bez*: 2
ber|dt: 2
in-tl|nn: 1
cd|at-tl: 1
fw-rb|nns: 1
jjr|': 1
'|jjr: 1
dt|od: 1
fw-in|': 1
fw-pn|fw-in: 1
'|fw-pn: 1
fw-in|vbn: 2
fw-in|fw-in: 1
fw-in-tl|.: 1
bez|fw-nns-tl: 1
bed|fw-nns-tl: 1
np$|beg: 1
jjt|pps+bez: 1
wrb|rbt: 1
cd|pp$$: 1
be|vbz: 1
ber*|dts: 2
vbd|rbt: 2
ql-hl|.: 1
jj-hl|ql-hl: 1
nr|nn-hl: 1
2|vbn: 1
in|2: 2
hvz*|nn-tl: 1
wdt|rb+bez: 1
pp$|ber*: 1
cd-tl|pp$-tl: 2
hvz*|rb: 1
bez-hl|nn-tl-hl: 1
rb-hl|.-hl: 1
pp$|nr-tl: 2
cd|nr$-tl: 1
nns-tl|nr$: 1
)|wdt: 1
nns|nr-tl: 1
pp$$|ppo: 1
pps|pp$$: 1
nr-tl|'': 1
hvd|ppls: 1
qlp|vbz: 1
fw-in+np-tl|fw-nn-tl: 2
--|fw-in+np-tl: 1
rp|hv: 2
hvn|hvd*: 2
fw-ppss+hv|``: 1
fw-nn|fw-ppss+hv: 1
ppl|pn: 1
np|pp$$: 1
fw-at|vb: 1
cs|vbz-hl: 1
vbg-tl|nns$-tl: 1
``|.-hl: 2
in-hl|np: 1
''|vb-hl: 1
.-hl|'': 2
od-hl|,-hl: 1
nns-tl-hl|nn-tl-hl: 1
rb|nns-tl-hl: 1
nns-hl|od-hl: 2
nns$-tl|nns$-tl: 1
vbn-tl|abx: 1
nns-hl|---hl: 2
nns|vb-hl: 2
nns-tl-hl|in-hl: 1
at|nns-tl-hl: 1
hvg|vbg: 1
in|at: 3
wql|*: 1
''|hvn: 1
cc|nns$: 1
:|qlp: 1
'|): 1
wpo|(: 1
at|fw-nns-tl: 1
wql|ppo: 2
hvg|ex: 1
md|jjt: 1
vbd|jjt: 1
bed|dti: 1
ppss|ppss: 1
7|in: 1
,|7: 1
8|,: 1
,|8: 1
)|be: 1
jjr|at-tl: 1
9|,: 1
.|9: 1
1|,: 1
,|1: 1
hvn|beg: 1
dtx|vbn: 1
jjs-tl|vbd: 1
dtx|wpo: 1
ppl|dtx: 1
fw-jj-tl|nn-tl: 1
fw-in|fw-jj-tl: 3
uh|np: 2
ap|ppls: 1
to|nps-tl: 1
nn|fw-nn-tl: 2
jj-nc|:: 1
fw-nn-tl|fw-in: 2
.|doz*: 1
to|dt+bez: 1
ex+hvd|.: 1
vbd|pp$$: 2
rbt|wrb: 1
wps+hvz|nn: 2
ben|wps+hvz: 2
dt$|pn: 1
hvn|,: 1
fw-in|jj: 1
nn|fw-dt: 1
jjr|nr: 1
dti|nps: 1
dt|vbn-hl: 1
ql|vbn-hl: 1
at|vb-hl: 1
dtx|dod: 2
)|hv: 1
*|jjr: 1
dts|ppl: 1
at-hl|': 1
pn$|be: 1
,|pn$: 1
bed|dod: 1
``|nps$: 1
vb-tl|ppss: 4
be-tl|nn-tl: 1
jj-tl|be-tl: 1
rp-tl|vb-tl: 3
at-tl|rp-tl: 3
vbn-tl|ppss+hv: 1
at-tl|vbn-tl: 1
od-hl|): 1
fw-in|rb: 2
(|vbn-tl: 1
vbd-tl|ppss: 1
at-tl|vbd-tl: 2
wql-tl|,: 1
rb-tl|in-tl: 1
vbg-tl|rb-tl: 1
cs|hvz: 3
vb-tl|vbd: 2
''|in-tl: 1
vbg-tl|ber-tl: 1
vbd-tl|nn-tl: 1
''|vbd-tl: 1
bem|': 1
vbn|vbn-hl: 1
pps+hvz|vb: 1
in|vbg-hl: 1
pps|jj-hl: 1
md*-hl|.: 1
vb-hl|md*-hl: 1
nns|vbg-hl: 1
vbn-hl|cs-hl: 2
pp$|': 1
hv|dt: 1
'|bedz: 3
to|': 1
hv*|cc: 1
bedz|': 1
wpo|bed: 1
'|dti: 1
ppss+hv|': 1
fw-nn-tl|np: 2
fw-nn$-tl|fw-in-tl: 1
nn|fw-nn$-tl: 1
fw-jj-tl|(: 1
)|fw-nn-tl: 1
fw-*-tl|fw-cc-tl: 1
fw-rb-tl|fw-*-tl: 1
in|fw-rb-tl: 1
fw-jj-tl|jj: 1
ppss|qlp: 1
.|fw-np-tl: 1
wrb|hv: 1
pps+bez|ppo: 3
bed*|cc: 1
fw-ppo|``: 1
fw-vbz|fw-ppo: 1
fw-cs|,: 1
uh|fw-cs: 1
*|ppss+hvd: 1
ppss+hvd|vbd: 1
bedz*|pp$$: 1
abn|ppl: 1
pn|bedz*: 2
ql|pps+hvd: 1
pps+hvd|rp: 1
do|rbr: 1
--|dod*: 1
md*|--: 2
pps+hvz|ppo: 1
hv*|,: 2
ppss|hv*: 3
wps+hvd|pn: 1
rp+in|ppo: 3
rn|rp+in: 2
''|rn: 1
wdt+bez|cc: 1
ppss+hvd|wps: 1
ql|pp$$: 1
*|ben: 1
ap|ppss: 1
at|md*: 1
nr|hv: 3
nr$|vbz: 1
20th|(: 1
at|20th: 1
wrb|wps: 1
cd|nps$: 1
nn-tl|wps-tl: 1
beg|:: 1
nil|'': 1
``|nil: 1
ppl|``: 1
ppss+hv|--: 1
md*|cd: 2
od|ppss: 1
beg|wps+bez: 1
abn-tl|bez-tl: 1
''|abn-tl: 1
''|abl: 1
bedz*|ppl: 1
do*-hl|.-hl: 2
---hl|rp-hl: 1
.|rp-hl: 2
nr|jjr: 1
)|do: 2
(|to: 1
ql-hl|bez-hl: 1
in-hl|ql-hl: 1
ql-hl|cc-hl: 1
ap-hl|ql-hl: 1
vbz-hl|ap-hl: 1
be-hl|to-hl: 4
bez-hl|rb-hl: 1
wrb-hl|bez-hl: 1
nns-hl|wrb-hl: 1
nr-hl|vb-hl: 1
:-hl|nr-hl: 2
mbf|in: 3
vbn|mbf: 1
ft|cd: 1
(|ft: 1
cwt|in: 1
in|cwt: 1
in|mbf: 1
mbf|cs: 1
.|mbf: 1
,|mbf: 1
dts-hl|.: 1
nns-hl|dts-hl: 1
cc-hl|---hl: 3
vbz|.-hl: 1
nr$|:: 1
vb-hl|.-hl: 1
wdt-hl|vb-hl: 1
pp$-hl|wdt-hl: 1
,-hl|do-hl: 1
to-hl|,-hl: 1
vb-hl|ppo-hl: 1
dti-hl|vb-hl: 1
nr|pp$$: 1
cd-tl|vbg-tl: 1
bed|cd-tl: 4
jjs-tl|od: 1
cd-tl|dts: 1
jjr|ppls: 1
nps|jjr: 1
wrb|bed: 1
hvn|``: 1
bed*|,: 1
dt+md|,: 1
dts|ben: 1
wdt-hl|:-hl: 1
wdt-hl|,-hl: 1
jj-hl|:: 2
jjs|hv: 1
jjs-hl|.: 1
nn-hl|jjs-hl: 1
cd|wpo: 1
hvd*|.: 1
np|hvd*: 1
np|dod*: 1
nns$|ben: 1
dod*|pn: 1
bed*|nn: 1
at|to: 1
wps+hvd|,: 1
,|md+hv: 1
np+md|jj-tl: 1
vb|np+md: 1
ap|jjs: 1
dt|bed: 1
od|pps: 1
uh-tl|vbn: 1
uh-tl|nn: 1
uh-tl|vbd: 1
nps|nns: 1
nn-hl|(-hl: 6
md-hl|``: 1
vbz|pp$: 1
ppl|wdt: 1
)|*: 1
ppss+ber-tl|wrb-tl: 1
vbg-tl|ppss+ber-tl: 1
in-tl|ql-tl: 1
ppo-tl|do-tl: 2
rb-tl|ppo-tl: 2
vb-tl|in-tl: 1
rb-tl|jj-tl: 1
wps-tl|``: 1
vbz-tl|wps-tl: 1
.|vbz-tl: 1
jj-tl|wql-tl: 1
hvz-tl|jj-tl: 1
dt-tl|hvz-tl: 1
ben-tl|dt-tl: 1
vbg-tl|ben-tl: 1
rp-tl|vbg-tl: 1
.|rp-tl: 1
wps-tl|nn-tl: 3
vbd-tl|wps-tl: 2
rb-tl|vbd-tl: 1
pp$-tl|uh-tl: 1
vbn-tl|wps-tl: 1
rb-tl|vbn-tl: 1
vbz|doz: 1
,|hvg: 1
wps|do: 2
vb-hl|cd-tl-hl: 1
ppl|hvz: 1
ben|ppl: 1
nr|do: 1
vbn-tl|cc-tl: 1
nps|od: 1
pp$|dti: 1
nr|wrb: 1
ap-hl|np-hl: 1
fw-at-tl|*: 1
nrs|,: 1
cd|nrs: 1
.|nrs: 1
ql|wp$: 1
fw-nn|np$: 1
rp|wdt+bez: 1
pps+bez|nn-hl: 1
cd-hl|rb-hl: 6
at-hl|rb-hl: 1
cs|ap-hl: 1
jj|abl: 1
in-tl|nr: 1
ppl|--: 1
dt|jj-tl: 1
abn|ppss+md: 2
bed|pp$$: 1
fw-dt+bez|``: 1
fw-jj|fw-dt+bez: 2
,|fw-cc: 1
fw-dt+bez|.: 1
doz*|``: 1
nns-tl|ppls: 2
vbn|to: 1
vbz-tl|``: 1
ppss|vbz-tl: 1
nn-tl|abx: 2
fw-vbn|at: 1
hvn|pps: 1
pp$-tl|vbn: 1
fw-rb|fw-rb: 1
fw-nns|fw-rb: 1
bed|pn: 3
nil|nns: 9
ber|nil: 1
''|(: 1
jj-hl|---hl: 3
in|nil: 2
cd-hl|vbg-hl: 1
jjr-hl|cc-hl: 1
.-hl|jjr-hl: 2
hvg-hl|,-hl: 1
at-hl|hvg-hl: 1
cd-hl|cc-hl: 2
---hl|nns-hl: 1
jj|---hl: 1
---hl|jj-hl: 3
nil|.-hl: 1
nn-hl|nil: 1
cc-hl|cd-hl: 1
nn-hl|rb-hl: 1
cs-hl|(-hl: 1
wdt-hl|in-hl: 2
vb-hl|wdt-hl: 1
abn-hl|in-hl: 1
cd-hl|abn-hl: 1
)-hl|cd-tl-hl: 1
)|dti: 1
)-hl|vbn-hl: 1
cc-hl|)-hl: 1
)-hl|vbg-hl: 1
:-hl|)-hl: 1
cc-hl|vbn-hl: 1
vbn-hl|jj-hl: 1
(-hl|,-hl: 1
vbg-hl|in: 1
,-hl|vbg-hl: 1
vbg|,-hl: 1
(|nil: 1
nil|(: 1
cc|nil: 1
nns-tl-hl|.: 1
cd-hl|nns-tl-hl: 1
,|,-hl: 1
cc-hl|,: 1
ppo|vb+ppo: 1
rbt|rp: 1
nns+md|pp$: 1
abn|nns+md: 1
''|ber*: 1
rb+bez|``: 1
ppss+bez|cc: 1
vbg|ppss+bez: 1
dt|do*: 1
nps|ppo: 1
md*|nps: 1
ap|bem*: 1
bed|rbr: 1
wrb|doz: 1
uh|nns$: 1
ppo|rp+in: 1
''|ql: 1
ppss+bez*|,: 1
at|ppss+bez*: 1
rbr+cs|at: 1
jj|rbr+cs: 1
nn|ppss+md: 1
ppss+md|qlp: 1
dts|wpo: 1
abx|np-tl: 1
jjs-tl|vbz: 1
jj-tl|jjs-tl: 1
nps|vbz: 2
wps-hl|nns-hl: 2
vb-hl|wps-hl: 2
md|.-hl: 1
jj-tl|be: 1
jj-tl-hl|.-hl: 2
nn-hl|jj-tl-hl: 1
np+md|``: 1
be|np+md: 1
ppss+md|in: 1
''|bedz*: 1
np+bez|vb: 2
nps|hvg: 1
l|cd: 12
in|l: 4
in|nn-tl-hl: 2
lbod|cd: 1
in|lbod: 1
,|l: 3
day|in: 1
cc|day: 1
day|nn: 2
nn|day: 1
in|day: 2
cs|l: 1
jj|l: 1
wdt|l: 1
nn|l: 1
vbn|l: 1
day|cd: 1
|np: 1
--|vb-tl: 1
fw-nns|cc: 1
jjr-tl|at-tl: 1
rb|jjr-tl: 1
``|vb-tl: 1
np$-tl|np: 1
abx|rp: 2
dti|np-tl: 1
nr|abx: 2
rbr|od: 1
ex+bez|jj: 1
nn-tl|dod: 1
nn$-tl|vbg: 1
fw-jj|cs: 1
vbg-nc|``: 1
''|vbg-nc: 1
ppss+ber|cd: 1
rn|in: 4
cs|rn: 2
do|do*: 1
dts+bez|.: 1
nns|dts+bez: 1
dts|jj-tl: 1
ex|jj-tl: 1
wql|abn: 1
rp|bem: 1
rp|jjt: 1
nr$|vbn: 2
pps+md|abn: 1
pn|ppss+hv: 1
nr-tl|nn: 1
vbn-tl|nn: 1
do*|ppo: 1
.|rb-tl: 1
nns$-tl|jj: 1
uh|*: 1
vbn|uh: 1
vbg-tl|nn: 1
fw-ppl|,: 1
fw-vb|fw-ppl: 1
.|fw-np: 1
jjs|``: 1
at-hl|,: 2
nn$-hl|at-hl: 1
,|fw-ppl: 1
ppss|nns-hl: 2
*|'': 1
ap|qlp: 1
jj-hl|pp$-hl: 1
wdt|nn-hl: 2
od|:: 1
vbz|do: 1
at-hl|``: 1
np-hl|'': 1
cs|pp$$: 1
cd|'': 1
doz|cd: 1
nr$-tl|in: 2
``|nr$-tl: 3
hvn|hvz*: 1
nr$-tl|(: 1
ap-hl|,-hl: 1
fw-vbg-tl|nn: 1
,|fw-vbg-tl: 1
jjt|nns$: 1
jj|np-hl: 1
,|rn: 1
jj-tl|'': 2
ppss+hv|:: 1
vbn-tl|cc: 3
vbg|.-hl: 2
doz|nns-tl: 2
nn-hl|np-tl: 1
*|nns$: 1
at|vb-tl: 1
ppss-tl|do-tl: 1
vb-tl|ppss-tl: 1
ql-hl|,-hl: 1
ap|ql-hl: 1
vbg|rp-hl: 1
cd|vb-hl: 1
wps|jjr: 1
cc-tl|vbn-tl: 1
rp|hvz: 1
np-hl|:-hl: 1
ex|np-hl: 1
cd-tl|'': 2
fw-nns|vb: 1
fw-nn$|fw-nns: 2
to|fw-nn$: 1
abx|wpo: 1
dod|'': 1
fw-nn$-tl|fw-nns-tl: 1
,|fw-nn$-tl: 1
cs|hvg: 1
bed|fw-nn$: 1
vbn-hl|nps-hl: 1
jj-tl|at-hl: 5
nns-tl-hl|np-tl: 5
:-hl|nns-tl-hl: 6
fw-in|vbg: 1
np-hl|vbg-hl: 1
vbn-tl|'': 1
in-hl|rb: 1
ex|cs-hl: 1
np-hl|nn: 1
nn$-hl|np-hl: 1
jjr-hl|in-hl: 1
cs|:-hl: 2
ppss|:-hl: 8
vbn-hl|vbg-hl: 1
nn-tl|2: 1
at-tl|nns-tl: 1
hvz|wrb: 1
cs-tl|nn-tl: 1
nn-tl|cs-tl: 1
wrb|vbz-hl: 1
jjs|bez: 1
abx|ppl: 1
fw-nn|be: 1
rb|fw-jj: 1
dti-hl|.-hl: 1
in-hl|dti-hl: 1
ex+bez|ppo: 1
ppss+bem|vbz: 1
vb|wps+md: 2
pn+bez|:: 1
wrb+md|``: 1
ppss|wrb+md: 1
np+bez|vbz: 1
bedz|:: 1
pp$|wrb+dod: 1
hv*|``: 2
jjt|*: 1
nn-tl|uh: 1
(|bez: 1
'|abn: 1
:|abn: 2
*|np+bez: 1
at|jj-tl: 1
fw-np-tl|np$-tl: 1
nn-tl|fw-np-tl: 1
ppss+md|:: 1
rp|bedz*: 1
nn-hl|nns$-hl: 1
pn$|ber: 1
wps|fw-nn: 1
abx|wrb: 1
vb|qlp: 1
in|fw-nns-tl: 1
ber|fw-nns-tl: 1
cs|fw-nns-tl: 1
cc|fw-in+np-tl: 1
jjt|nn: 1
jjr|dts: 1
wdt|nps: 1
od|be: 1
vb-hl|cc-hl: 1
,|ex: 1
do|np-tl: 1
.|abl: 1
)|bedz: 1
wdt+bez|ppo: 3
beg|np$: 1
wql|nn-hl: 1
nn-tl-hl|vbn-hl: 1
(|nn-tl-hl: 1
.|nns$: 1
np|jjs: 1
(-hl|,: 4
watt|(: 1
)|watt: 1
4-inch|in: 1
jj|4-inch: 1
cd-tl|(: 3
nn|ppl: 1
od-tl|cs: 1
fw-in+at-t|fw-nn-tl: 1
--|jjt: 1
qlp|vbd: 1
fw-nns|dti: 1
cs|fw-nns: 1
*|fw-nn: 1
nps|ppss+ber: 4
ap|hvg: 2
bez|hv: 2
jj|: 5
sq.|nil: 1
nil|sq.: 1
hr.|nil: 1
nil|hr.: 1
uh|nn: 1
ap|nr-tl: 1
''|wps+bez: 1
pp$|wps+bez: 1
np+hvz|:: 1
pp$|bedz*: 1
dod*|ex: 1
at|ppss+hv: 1
uh|md: 1
ppss|pps: 1
md+hv|vbd: 1
hvg|``: 1
abn|hvg: 1
wrb+ber|``: 1
ppss|wrb+ber: 1
wrb-hl|at-hl: 1
in-hl|wrb-hl: 1
``|vbg-hl: 1
bez-hl|wdt-hl: 1
jjt-hl|bez-hl: 1
cs|jjt-hl: 1
jjt|beg: 1
nns-tl|abx: 1
jj|in-tl: 1
wps-tl|vbn: 1
md-tl|wps-tl: 1
ap-hl|wrb-hl: 1
ppss-hl|md-hl: 1
od-tl|:: 1
)|dt: 1
dt|nn-tl-hl: 1
jj-tl-hl|at-hl: 1
jj-tl-hl|nns-tl-hl: 1
bez-tl|dt-tl: 1
pp$-tl|bez-tl: 2
wp$|vb: 1
nns$|(: 1
vbg|at-tl: 1
cd-hl|nn-tl: 1
cd-hl|nns: 2
nns$-tl-hl|.: 1
nn-tl-hl|nns$-tl-hl: 1
ql|to: 1
ppss|jj-hl: 1
jj-tl|bem: 1
nn|in-nc: 1
nn-tl|vbz-tl: 1
vbz-hl|nn-tl: 1
np$|vbz-hl: 1
fw-jj-tl|pp$: 1
fw-at|(: 1
fw-in|fw-vbz: 1
fw-ppo|fw-in: 1
fw-jj|fw-ppo: 1
)|fw-jj: 1
qlp|,: 1
nr|abn: 1
abl|beg: 1
abn|do*: 1
to|abx: 1
``|nr-tl: 1
dts|do*: 1
md|fw-wdt: 1
--|hv: 1
'|*: 1
in-hl|': 2
pn|:-hl: 1
in-hl|:: 1
vb-hl|wrb-hl: 1
)|bez*: 1
ppss+hv|): 1
at|ber*: 1
nns-hl|': 1
jj-tl-hl|:-hl: 1
pp$|:-hl: 1
*-hl|:: 1
nns-hl|*-hl: 1
ex|:-hl: 1
nns-tl|np$-tl: 2
at|fw-ppo+in: 1
dt|jj-hl: 1
md-hl|np-hl: 2
jjr-hl|be-hl: 1
hvz*|np: 1
jjr|rp: 1
ppss|ppl: 1
md|in: 1
od-tl|vbn: 1
hv|cd-tl: 1
be|hv: 1
nn|ap-tl: 1
ql|cd-tl: 1
nns-hl|``: 1
in-hl|'': 2
jj-hl|``: 2
''|jj-hl: 1
nns-hl|'': 1
hvg|dts: 1
abl|wdt: 1
vbz|at: 1
in-hl|jj: 1
vbz-hl|.-hl: 1
vbg-tl|pp$-tl: 1
nn-tl-hl|nn-tl: 1
''|nn-tl-hl: 1
nn-tl|md: 1
rp|at: 1
be-hl|nn-tl-hl: 3
wrb-hl|.-hl: 3
md-hl|wrb-hl: 3
od-hl|at-hl: 1
be-hl|nns-hl: 1
.-hl|be-hl: 1
rb-hl|vbn-hl: 1
pps-hl|md-hl: 1
be-hl|pps-hl: 1
bez-hl|.-hl: 1
at-hl|jj-hl: 1
in-tl-hl|np-tl-hl: 1
at-tl-hl|in-tl-hl: 1
vbn-tl-hl|at-tl-hl: 1
rbt|hvd: 1
pp$|ppl: 1
fw-cc|cd: 1
fw-vbg|fw-cc: 1
)|fw-vbg: 1
ql|nn-hl: 1
